WSBoatType,WSRace,Year,Date,Season,WSMilitary,WSPosition,WSName,WSClub,WSClass,WSSubClass,WSTime,WSPoints,WSTrophies,WSNotes
Kayak,A,1968,TBA,1968,Civilian,1,"Lawler Rowland & Whitby M","Richmond ","K2 Senior",TBA,02:12:55,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,1,"Kearns ? & Bunce ?","Jl Re Dover","K2 Junior",TBA,02:29:04,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,1,"Avery ? & Lawler Rowland",Richmond,"K2 Senior",TBA,03:22:09,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,1,"Tarrant ? & Gow ?","Junior Leaders Regt","K2 Junior",TBA,04:12:44,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,2,"Bosher M & Chapman A","Royal ","K2 Senior",TBA,02:16:16,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,2,"Haydon ? & Green ?","Jl Re Dover","K2 Junior",TBA,02:32:25,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,2,"Glavin ? & Head ?","Royal Marines","K2 Senior",TBA,03:45:11,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,2,"Kearns ? & Bunce ?","Hythe Sea Scouts","K2 Junior",TBA,04:13:46,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,3,"Wilkie ? & Wilkinson ?","Met Police Cadets","K2 Senior",TBA,02:22:34,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,3,"Tricker G & Hill G","8Th Worthing Sea Scouts","K2 Junior",TBA,02:35:08,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,3,"Bosher ? & Chapman ?",Richmond,"K2 Senior",TBA,03:45:23,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,3,"Peake ? & Harris ?","Grosvenor House","K2 Junior",TBA,04:17:31,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,4,"Lander ? & Harding ?","St Lukes Coll","K2 Senior",TBA,02:24:38,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,4,"Jones P & Cripps M","Waterside ","K2 Junior",TBA,02:45:43,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,4,"Greenaway Brian & Whitby ?",Richmond,"K2 Senior",TBA,03:45:30,TBA,TBA,.
Kayak,C,1968,TBA,1968,Civilian,4,"Cannings ? & Mitchell ?",Salisbury,"K2 Junior",TBA,04:23:56,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,5,"Gmach J & Johnson D","4 Admirals","K2 Senior",TBA,02:25:17,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,5,"Peake S & Harris G","Hythe Sea Scouts","K2 Junior",TBA,02:37:22,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,6,"Roberts A & Prince R","Reading ","K2 Senior",TBA,02:27:44,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,6,"Parinham D & Taylor W","Atc Battersea","K2 Junior",TBA,02:47:19,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,7,"Leach C & Schnepp C","Exeter ","K2 Senior",TBA,02:29:22,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,7,"Roberts P & Early J","Hythe Sea Scouts","K2 Junior",TBA,02:48:48,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,8,"Davis T & Purchas M","Bradford On Avon","K2 Senior",TBA,02:30:33,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,8,"","","K2 Junior",TBA,"",TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,9,"Pritchard B & Chandler S","Wilts Police","K2 Senior",TBA,02:31:12,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,9,"Neve N & Sollis K","Waterside ","K2 Junior",TBA,02:52:10,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,10,"Stainsby T & Ball C","Metropolitan Police ","K2 Senior",TBA,02:33:37,TBA,TBA,.
Kayak,A,1968,TBA,1968,Civilian,10,"Parry ? & Waterson ?","Jl Re Dover","K2 Junior",TBA,02:53:13,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,1,"",Recc,"K2 Senior",TBA,01:50:39,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,1,"Capps Des & Considine A","Leverton ","K2 Veteran",TBA,02:08:22,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,1,"Pearson A & Pendle Dyson","35Th Norwich Sea Scouts","K2 Senior",TBA,02:34:32,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,1,"Capps Des & Considine A","Leverton ","K2 Veteran",TBA,03:03:30,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,1,"",Recc,"K2 Senior",TBA,03:04:23,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,1,"Pearson A & Pendle Dyson","35Th Norwich Sea Scouts","K2 Senior",TBA,04:59:00,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,1,"Hossack D & Johnson B","Leverton ","K2 Veteran",TBA,06:38:35,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,2,"Hossack D & Johnson B","Leverton ","K2 Veteran",TBA,02:28:06,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,2,"Ralph P & Gosling J",Boarc,"K2 Senior",TBA,02:36:42,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,2,"Parrett B & Greenham B","Reading & Leighton Park","K2 Senior",TBA,03:13:42,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,2,"Ralph P & Gosling J",Boarc,"K2 Senior",TBA,05:11:40,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,3,"Gardner P & Pavis M","Falcon Boat Club","K2 Senior",TBA,01:53:19,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,3,"Haslam D & Aris W","Met Police ","K2 Veteran",TBA,02:25:51,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,3,"",Unknown,"K2 Senior",TBA,02:42:11,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,3,"Hains R & Kinch R.","Falcon Boat Club","K2 Senior",TBA,03:18:22,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,3,"",Unknown,"K2 Senior",TBA,05:15:00,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,4,"Hains R & Kinch R","Falcon Boat Club","K2 Senior",TBA,01:54:37,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,4,"Gardner P & Pavis M","Falcon Boat Club","K2 Senior",TBA,02:45:08,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,4,"Cornish T & Greenaway B","Richmond ","K2 Senior",TBA,03:19:02,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,4,"Thorogood A & Price R","Newham ","K2 Senior",TBA,05:22:30,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,5,"Lawrence ? & Phelps ?","Royal Cjc.","K2 Senior",TBA,01:55:02,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,5,"Kelly K & Kelly M","Royal ","K2 Senior",TBA,02:46:00,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,5,"Pearson A & Pendle Dyson","35Th Norwich Sea Scouts","K2 Senior",TBA,03:21:33,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,5,"Story R & Speck J",Acu,"K2 Senior",TBA,05:31:40,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,6,"Parrett B & Greenham B","Reading & Leighton Park","K2 Senior",TBA,01:56:00,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,6,"Kirshner M",Boarc,"K2 Senior",TBA,02:48:40,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,6,"Thorogood A & Price R","Newham ","K2 Senior",TBA,03:33:09,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,6,"",Recc,"K2 Senior",TBA,05:32:00,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,7,"Cornish T & Greenaway B","Richmond ","K2 Senior",TBA,01:56:05,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,7,"Gale K & Clements R","35Th Norwich Sea Scouts","K2 Senior",TBA,02:48:57,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,7,"Brown M & Gould T","Newbury ","K2 Senior",TBA,03:34:01,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,7,"Davies T & Drew A","Newbury ","K2 Senior",TBA,05:35:35,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,8,"Ralph P & Roseling J",Boarc,"K2 Senior",TBA,01:56:10,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,8,"Thorogood A & Price R","Newham ","K2 Senior",TBA,02:50:54,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,8,"Gale K & Clements R","35Th Norwich Sea Scouts","K2 Senior",TBA,03:38:16,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,8,"Satinsby A & Magners D","Met Police ","K2 Senior",TBA,05:40:15,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,9,"Thorogood A & Price R","Newham ","K2 Senior",TBA,01:58:23,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,9,"Satinsby A & Magners D","Met Police ","K2 Senior",TBA,02:56:42,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,9,"Spencer A & Mcgladdery G","Hereford Kc","K2 Senior",TBA,03:41:25,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,9,"Jonston B & Elsey C","Wey & Lincoln ","K2 Senior",TBA,05:44:15,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,10,"Kirshner M",Boarc,"K2 Senior",TBA,02:00:10,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,10,"Spencer A & Mcgladdery G","Hereford Kc","K2 Senior",TBA,02:58:54,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,10,"Satinsby A & Magners D","Met Police ","K2 Senior",TBA,03:41:27,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,10,"Gale K & Clements R","35Th Norwich Sea Scouts","K2 Senior",TBA,05:44:35,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,11,"Gollings M & Morgan B","Wolverhampton ","K2 Senior",TBA,02:01:30,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,11,"Wilkins ? & Fisher ?","Reme & Para","K2 Senior",TBA,03:01:55,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,11,"",Recc,"K2 Senior",TBA,03:41:40,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,11,"Chandler M & Barge M",Rnka,"K2 Senior",TBA,05:51:05,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,12,"Brown M & Gould T","Newbury .","K2 Senior",TBA,02:03:02,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,12,"Witt R & Witt H","12Th Ruislip Vsu","K2 Senior",TBA,03:03:23,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,12,"",Unknown,"K2 Senior",TBA,03:27:25,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,12,"Davies T & Drew A","Newbury ","K2 Senior",TBA,03:41:45,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,12,"Ince John & Sage J","21 (Artists)","K2 Senior",TBA,05:53:20,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,13,"Davies T & Drew A","Newbury ","K2 Senior",TBA,02:04:33,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,13,"Edwards R & Edwards D","Longridge ","K2 Mixed",TBA,03:04:20,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,13,"Story R & Speck J",Acu,"K2 Senior",TBA,03:42:52,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,13,"Love D & Hill G","Chichester ","K2 Senior",TBA,05:56:10,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,14,"Story R & Speck J",Acu,"K2 Senior",TBA,02:04:52,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,14,"Gehnich P & Blumson R","City Of London Police","K2 Senior",TBA,03:05:19,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,14,"Wilkins ? & Fisher ?","Reme & Para","K2 Senior",TBA,03:44:20,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,14,"Compton M & Bradden N","St Austel Scout ","K2 Senior",TBA,05:57:50,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,15,"Stainsby A & Magness D","Met Police ","K2 Senior",TBA,02:07:00,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,15,"Jonston B & Elsey C","Wey & Lincoln ","K2 Senior",TBA,03:05:50,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,15,"Jonston B & Elsey C","Wey & Lincoln ","K2 Senior",TBA,03:47:10,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,15,"Gehnich P & Blumson R","City Of London Police","K2 Senior",TBA,05:58:35,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,16,"Spencer A & Mcgladdery G","Hereford K.C.","K2 Senior",TBA,02:07:08,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,16,"Escort J & Metcalfe R","Chippenham ","K2 Senior",TBA,03:06:13,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,16,"Chandler M & Barge M",Rnka,"K2 Senior",TBA,03:51:02,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,16,"",Unknown,"K2 Senior",TBA,04:21:54,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,16,"Bainton G & Cottle G","Bradford On Avon R C","K2 Senior",TBA,06:06:05,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,17,"Hodgson R & Smith D","Newham ","K2 Senior",TBA,02:10:05,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,17,"Woollven R & Hope N","Rmcs ","K2 Senior",TBA,03:06:30,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,17,"Love D & Hill G","Chichester ","K2 Senior",TBA,03:51:30,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,17,"Williams G & Booth S","Sussex Police","K2 Senior",TBA,06:06:25,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,18,"Kelly K & Kelly M","Royal ","K2 Senior",TBA,02:10:40,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,18,"Love D & Hill G","Chichester ","K2 Senior",TBA,03:07:55,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,18,"Bainton G & Cottle G","Bradford On Avon R C","K2 Senior",TBA,03:53:16,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,18,"",Unknown,"K2 Senior",TBA,06:07:50,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,19,"Jonston B & Elsey C","Wey & Lincoln ","K2 Senior",TBA,02:10:42,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,19,"Bainton G & Cottle G","Bradford On Avon R C","K2 Senior",TBA,03:08:24,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,19,"Witt R & Witt H","12Th Ruislip Vsu","K2 Senior",TBA,03:53:50,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,19,"",Unknown,"K2 Senior",TBA,04:29:40,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,19,"Gillman C & Little R",Totnescc,"K2 Senior",TBA,06:08:15,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,20,"Witt R & Witt H","12Th Ruislip V.S.U.","K2 Senior",TBA,02:10:45,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,20,"Chandler M & Barge M",Rnka,"K2 Senior",TBA,03:13:05,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,20,"Woollven R & Hope N","Rmcs ","K2 Senior",TBA,03:53:52,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,20,"Springford P & West G","Leverton ","K2 Senior",TBA,06:09:45,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,21,"Ince John & Sage J","21 (Artists)","K2 Senior",TBA,02:11:00,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,21,"",Unknown,"K2 Senior",TBA,02:35:10,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,21,"",Recc,"K2 Senior",TBA,03:17:20,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,21,"Compton M & Bradden N","St Austel Scout ","K2 Senior",TBA,03:57:20,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,21,"Escort J & Metcalfe R","Chippenham ","K2 Senior",TBA,06:19:00,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,22,"Chandler M & Barge M",Rnka,"K2 Senior",TBA,02:11:49,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,22,"Springford P & West G","Leverton ","K2 Senior",TBA,03:23:27,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,22,"",Recc,"K2 Senior",TBA,03:59:09,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,22,"","Royal Marins Ka","K2 Senior",TBA,06:31:35,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,23,"Springford P & West G","Leverton ","K2 Senior",TBA,02:12:08,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,23,"Arundel J & French P","Met Police ","K2 Senior",TBA,03:32:06,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,23,"Gehnich P & Blumson R","City Of London Police","K2 Senior",TBA,03:59:55,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,23,"Pilditch M & Metcalfe S",Independent,"K2 Senior",TBA,06:39:20,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,24,"Wilkins ? & Fisher ?","Reme & Para","K2 Senior",TBA,02:12:21,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,24,"","Royal Marins Ka","K2 Senior",TBA,03:34:19,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,24,"Moore J & Elks R","Met Police ","K2 Senior",TBA,04:02:04,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,24,"",Recc,"K2 Senior",TBA,06:40:55,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,25,"Escort J & Metcalfe R","Chippenham ","K2 Senior",TBA,02:13:20,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,25,"Russell P & Bird S","Hereford Ka","K2 Mixed",TBA,03:36:24,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,25,"Williams G & Booth S","Sussex Police","K2 Senior",TBA,04:02:35,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,25,"Meredith R & Meredith A","Longridge ","K2 Senior",TBA,06:46:20,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,26,"",Unknown,"K2 Senior",TBA,02:13:34,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,26,"Shergold S & Ross I","Rmcs ","K2 Senior",TBA,03:36:40,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,26,"Escort J & Metcalfe R","Chippenham ","K2 Senior",TBA,04:08:35,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,26,"Shergold S & Ross I","Rmcs ","K2 Senior",TBA,06:47:30,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,27,"Love D & Hill G","Chichester ","K2 Senior",TBA,02:13:45,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,27,"","Royal Marins Ka","K2 Senior",TBA,03:40:09,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,27,"Marks P & Jones S","Rmcs ","K2 Senior",TBA,04:11:09,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,27,"Arundel J & French P","Met Police ","K2 Senior",TBA,06:54:45,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,28,"Bainton G & Cottle G","Bradford On Avon R. C.","K2 Senior",TBA,02:15:40,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,28,"Gillman C & Little R",Totnescc,"K2 Senior",TBA,03:41:56,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,28,"",Unknown,"K2 Senior",TBA,04:14:10,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,28,"","Royal Marins Ka","K2 Senior",TBA,07:11:40,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,29,"Moore J & Elks R","Met Police ","K2 Senior",TBA,02:16:35,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,29,"Stevenson J & Pinkham S",Rafca,"K2 Senior",TBA,03:42:30,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,29,"Gillman C & Little R",Totnescc,"K2 Senior",TBA,04:14:43,TBA,TBA,.
Kayak,D,1978,TBA,1978,Civilian,29,"",Unknown,"K2 Senior",TBA,07:31:05,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,30,"Woollven R & Hope N","Rmcs ","K2 Senior",TBA,02:17:38,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,30,"Marks P & Jones S","Rmcs ","K2 Senior",TBA,03:50:20,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,30,"Edwards R & Edwards D","Longridge ","K2 Mixed",TBA,04:15:05,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,31,"Bartholamew F & Adlam P","Newbury ","K2 Senior",TBA,02:18:15,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,31,"","Royal Marins Ka","K2 Senior",TBA,03:53:03,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,31,"Stevenson J & Pinkham S",Rafca,"K2 Senior",TBA,04:20:25,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,32,"Williams G & Booth S","Sussex Police","K2 Senior",TBA,02:19:00,TBA,TBA,.
Kayak,B,1978,TBA,1978,Civilian,32,"","Royal Marins Ka","K2 Senior",TBA,04:06:11,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,32,"Springford P & West G","Leverton ","K2 Senior",TBA,04:20:57,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,33,"Edwards R & Edwards D","Longridge ","K2 Mixed",TBA,02:21:24,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,33,"",Unknown,"K2 Senior",TBA,02:50:53,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,33,"Arundel J & French P","Met Police ","K2 Senior",TBA,04:27:20,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,33,"",Unknown,"K2 Senior",TBA,05:36:46,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,34,"Gollings A & Fletcher P","Wolverhampton ","K2 Senior",TBA,02:22:04,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,34,"","Royal Marins Ka","K2 Senior",TBA,04:29:25,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,35,"Gehnich P & Blumson R","City Of London Police","K2 Senior",TBA,02:22:15,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,35,"","Royal Marins Ka","K2 Senior",TBA,04:30:35,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,36,"Smith B & Dodd P",Rafca,"K2 Senior",TBA,02:22:34,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,36,"","Royal Marins Ka","K2 Senior",TBA,04:31:02,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,37,"",Unknown,"K2 Senior",TBA,02:24:00,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,37,"Russell P & Bird S","Hereford Ka","K2 Mixed",TBA,04:45:17,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,38,"",Recc,"K2 Senior",TBA,02:26:10,TBA,TBA,.
Kayak,C,1978,TBA,1978,Civilian,38,"","Royal Marins Ka","K2 Senior",TBA,05:06:37,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,39,"Gillman C & Little R",Totnesc.C.,"K2 Senior",TBA,02:29:08,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,40,"Shergold S & Ross I","Rmcs ","K2 Senior",TBA,02:29:24,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,41,"Yeoman H & Kelly L","Royal ","K2 Senior",TBA,02:30:41,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,42,"Meredith R & Meredith A","Longridge ","K2 Senior",TBA,02:31:20,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,43,"Marks P & Jones S","Rmcs ","K2 Senior",TBA,02:31:26,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,44,"Russell P & Bird S","Hereford K.A.","K2 Mixed",TBA,02:36:30,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,45,"Stevenson J & Pinkham S",Rafca,"K2 Senior",TBA,02:38:20,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,46,"","Royal Marins Ka","K2 Senior",TBA,02:56:08,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,47,"Arundel J & French P","Met Police ","K2 Senior",TBA,03:11:12,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,48,"Patterson J & Collins D","Hereford District Scouts","K2 Senior",TBA,03:14:00,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,49,"","Royal Marins Ka","K2 Senior",TBA,03:15:18,TBA,TBA,.
Kayak,A,1978,TBA,1978,Civilian,50,"Riddell A & Lisanty T","Leverton ","K2 Senior",TBA,03:38:39,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,1,"Smith & Raciborski",Warren,"K2 Junior",TBA,01:50:45,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,1,"Greenham Brian & Cornish Tim","Leighton Park & ","K2 Senior",TBA,01:52:05,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,1,"Stainsby T & Moore R","Metropolitan Police ","K2 Veteran",TBA,02:16:30,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,1,"Smith & Raciborski",Warren,"K2 Junior",TBA,02:35:45,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,1,"Greenham Brian & Cornish Tim","Leighton Park & ","K2 Senior",TBA,02:38:10,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,1,"Eastwick-Field & Adlam",Newbury,"K2 Ladies",TBA,02:56:45,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,1,"Greenham Brian & Cornish Tim","Leighton Park & ","K2 Senior",TBA,03:05:35,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,1,"Smith & Raciborski",Warren,"K2 Junior",TBA,03:07:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,1,"Stainsby T & Moore R","Metropolitan Police ","K2 Veteran",TBA,03:09:45,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,1,"Stainsby T & Moore R","Metropolitan Police ","K2 Veteran",TBA,03:42:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,1,"Eastwick-Field & Adlam",Newbury,"K2 Ladies",TBA,04:03:00,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,1,"Greenham Brian & Cornish Tim","Leighton Park & ","K2 Senior",TBA,04:30:35,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,1,"Eastwick-Field & Adlam",Newbury,"K2 Ladies",TBA,04:38:45,TBA,TBA,.
