WSBoatType,WSRace,Year,Date,Season,WSMilitary,WSPosition,WSName,WSClub,WSClass,WSSubClass,WSTime,WSPoints,WSTrophies,WSNotes
Kayak,B,2015,TBA,2015,Civilian,5,"Johnson Isla & Harper Max",Banbury,"K2 Junior",TBA,02:49:49,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,5,"Harrison Paula & Moore Jenni",Norwich,"K2 Ladies",TBA,02:54:30,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,5,"Hewett Earl & Hewett Gareth",Independent,Junior/Veteran,TBA,02:59:47,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,5,"Short Matt & Smith Chris","Wonder Wye","Canadian Doubles",TBA,03:00:22,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Poole Robert","Leighton Buzzard","K1 Senior",TBA,03:06:26,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,5,"Mettam Jenny & Watt Lola","Blundell's School","K2 Junior Ladies",TBA,03:17:51,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Martin Mike","Leighton Buzzard","K1 Veteran",TBA,03:18:30,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,5,"Francis Sarah","Basingstoke Canal","K1 Ladies",TBA,03:23:02,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Blackman Isaac & Taylor Poppy",Richmond,"K2 Mixed",TBA,03:24:24,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Blow Andrew. Blow & Blow David",Votwto.Co.Uk,"K2 Senior",TBA,03:28:05,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Grimsey Damon & Willis Stephen",Southampton,"K2 Veteran",TBA,03:29:35,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,5,"Hotchkiss Chris","Army Canoe Union","Canadian Singles",TBA,03:40:43,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Collier Dominic & Preston Bell Theodore","Tonbridge ","K2 Junior",TBA,03:48:29,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Hopkinson Chris",Tonbridge,"K1 Junior",TBA,03:55:20,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Biles Mia & White Ian","Cokethorpe School",Junior/Veteran,TBA,04:09:58,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Eaden Jamie & Rana Anush","Royal Hospital School","Canadian Doubles",TBA,04:25:31,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Francis Sarah","Basingstoke Canal","K1 Ladies",TBA,04:28:08,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Bromovsky Lettice & Kelley Claudia","Marlborough College","K2 Junior Ladies",TBA,04:28:55,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Hotchkiss Chris","Army Canoe Union","Canadian Singles",TBA,04:41:49,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,5,"Ross Olwen & Whitefield Claire",Richmond,"K2 Ladies",TBA,04:54:55,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Purcell Frederick",Richmond,"K1 Senior",TBA,05:19:36,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Drummond John",Reading,"K1 Veteran",TBA,05:31:38,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",TBA,05:32:44,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Hayward Sam & Little Alexander","Devizes ","K2 Senior",TBA,05:36:48,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Childs Richard & Gravelle Sabrina",Wey,"K2 Mixed",TBA,06:16:48,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Macnab Conor & Tilbury-Clarke Simon",Pangbourne,"K2 Junior",TBA,06:34:07,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Humphries Jared",Tonbridge,"K1 Junior",TBA,06:59:37,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Small Jennie",Viking,"K1 Ladies",TBA,07:16:48,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Mettam Jenny & Watt Lola","Blundell's School","K2 Junior Ladies",TBA,07:38:08,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Barnard Tom","Poole Harbour","Canadian Singles",TBA,07:48:57,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Allen Woo & Swinyard Lorna","Acu (Hq)","K2 Ladies",TBA,07:57:36,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,5,"Oliver Geoff & Oliver Wendy","Axe Vale","Canadian Doubles",TBA,08:22:46,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Grimsey Damon & Willis Stephen",Southampton,"K2 Veteran",TBA,13:44:54,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Drummond John",Reading,"K1 Veteran",TBA,14:22:43,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Clark Lenny",Tonbridge,"K1 Senior",TBA,14:55:20,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Bruce David & Smith Tom",Rmcc,"K2 Senior",TBA,15:08:44,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Barratt-Hague Grorge & Howlett James","Kimbolton School","K2 Junior",TBA,15:57:01,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Clow Tom & Duckitt Jack","Royal Marines",Services,TBA,16:10:01,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Bennett James & Mcbride Ellie","Cokethorpe School","K2 Mixed",TBA,16:57:41,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Wood Max","Lord Wandsworth College","K1 Junior",TBA,17:04:18,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Mettam Jenny & Watt Lola","Blundell's School","K2 Junior Ladies",TBA,18:28:01,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Barnard Tom","Poole Harbour","Canadian Singles",TBA,19:17:03,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,5,"Oliver Geoff & Oliver Wendy","Axe Vale","Canadian Doubles",TBA,20:55:26,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Poole Robert","Leighton Buzzard","K1 Senior",TBA,01:51:48,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Corden Darron & Smith Ian",Worcester,"K2 Veteran",TBA,01:59:15,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Johnson M & Lay C",Acu,"K2 Senior",TBA,02:01:18,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Greenham Brian",Reading,"K1 Veteran",TBA,02:03:00,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Shearer Harry","Langley School","K1 Junior",TBA,02:08:58,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Bannicoat Madi & Bannicoat George",Fox,"K2 Mixed",TBA,02:10:07,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Greaves Alex & Howlett Taine",Rlscc,"K2 Junior",TBA,02:15:49,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Taylor-Ross Jim & Unsworth-White Tabi","Blundell's School",Junior/Veteran,TBA,02:19:29,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Webster James","Bradford On Avon","K1 Senior",TBA,02:23:25,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Freemantle James & Hansell Joe","Basingstoke Canal","K2 Senior",TBA,02:23:55,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Colquhoun Charlotte & Tatham Amber",Devizes,"K2 Junior Ladies",TBA,02:26:50,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Corden Darron & Smith Ian",Worcester,"K2 Veteran",TBA,02:33:44,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Greenham Brian",Reading,"K1 Veteran",TBA,02:33:49,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Campbell Rob & Rogers Jerry","Old Bedfordians","Canadian Doubles",TBA,02:36:58,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Walker Catherine",Pangbourne,"K1 Ladies",TBA,02:41:02,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Taylor Helen & Turner Tristram","Richmond & Bristol","K2 Mixed",TBA,02:44:10,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"English Simeon","Bishops Stortford","K1 Junior",TBA,02:45:36,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Touch La & Digges Susan",Independent,"Canadian Singles",TBA,02:46:01,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Rooks William & Rooks Alan","Sutton Bingham","K2 Junior",TBA,02:54:33,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,6,"Allen Woo & Swinyard Lorna","Acu (Hq)","K2 Ladies",TBA,02:57:55,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Escott James","Bradford On Avon","K1 Senior",TBA,03:11:16,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Metcalfe Vicky & Murnaghan Liz","Basingstoke Canal","Canadian Doubles",TBA,03:11:59,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Hinves James",Southampton,"K1 Veteran",TBA,03:24:48,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Parry Mary Jane","Real Club Nautico Port","K1 Ladies",TBA,03:27:00,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Bromovsky Lettice & Kelley Claudia","Marlborough College","K2 Junior Ladies",TBA,03:30:26,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",TBA,03:33:04,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Hayward Sam & Little Alexander","Devizes ","K2 Senior",TBA,03:34:40,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Herwanger Jorg & Herwanger Tanya",Richmond,"K2 Mixed",TBA,03:40:29,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Barnard Tom","Poole Harbour","Canadian Singles",TBA,03:41:15,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,6,"Dixon Harry & Dixon Charles","Blundell's School",Junior/Veteran,TBA,03:41:47,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Beckett Sam & Lande Max. Vander","Lord Wandsworth College","K2 Junior",TBA,03:50:45,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Hollman Kim",Leaside,"K1 Junior",TBA,04:08:45,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Pashley Edward & Wilson Barnaby","Abbotsholme School","Canadian Doubles",TBA,04:28:30,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Brock Elizabeth",Exeter,"K1 Ladies",TBA,04:29:49,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Campbell Tilly & Gormley Gabriella","Marlborough College","K2 Junior Ladies",TBA,04:30:44,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Viniall Stephen & Viniall Charlotte",Independent,Junior/Veteran,TBA,04:45:58,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Barnard Tom","Poole Harbour","Canadian Singles",TBA,04:52:52,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,6,"Simon Andrea & Whitaker Karen",Richmond,"K2 Ladies",TBA,05:01:14,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Ockenden Richard",Elmbridge,"K1 Senior",TBA,05:26:55,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Grimsey Damon & Willis Stephen",Southampton,"K2 Veteran",TBA,05:35:00,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Berendsen Kaj & Rogers Gareth","Sparsholt College","K2 Senior",TBA,05:43:59,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Treadgold James",Newbury,"K1 Veteran",TBA,05:50:32,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Passmore Julia & Passmore Robert",Tonbridge,"K2 Mixed",TBA,06:25:11,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Anthony Henry & Lorimer Hamish","Marlborough College","K2 Junior",TBA,06:35:37,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Wood Max","Lord Wandsworth College","K1 Junior",TBA,07:04:00,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Klopper S",Acu,"K1 Ladies",TBA,07:33:14,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Kelly Jess & Roberts Lucy","Churcher's College","K2 Junior Ladies",TBA,07:43:36,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"White Lyndon","Poole Harbour","Canadian Singles",TBA,07:57:00,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,6,"Mceleney Steve & Mceleney Scott","Poole Harbour","Canadian Doubles",TBA,08:31:01,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",TBA,13:50:13,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Ford Peter",Tonbridge,"K1 Veteran",TBA,15:13:32,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Newman Ben & Slater Andy",Rmcc,"K2 Senior",TBA,16:04:20,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Beckett Sam & Lande Max. Vander","Lord Wandsworth College","K2 Junior",TBA,16:06:38,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Biggs A & Coopey S",Acu,Services,TBA,16:29:49,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Hand Nate & Sene Lottie","Lord Wandsworth College","K2 Mixed",TBA,17:11:30,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Jenkin Laura & Stevens Yasmin","Launceston College","K2 Junior Ladies",TBA,19:45:20,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Whitby David",Colet,"Canadian Singles",TBA,19:48:50,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,6,"Mceleney Steve & Mceleney Scott","Poole Harbour","Canadian Doubles",TBA,21:49:13,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Escott James","Bradford On Avon","K1 Senior",TBA,01:53:19,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Kent Richard",Southampton,"K1 Veteran",TBA,02:03:13,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Hyde Jeff & Jackson John",Hereford,"K2 Senior",TBA,02:03:23,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Grimsey Damon & Willis Stephen",Southampton,"K2 Veteran",TBA,02:03:36,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Herwanger Jorg & Herwanger Tanya",Richmond,"K2 Mixed",TBA,02:13:37,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Kemp Freddie",Reading,"K1 Junior",TBA,02:15:25,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Fortescue Laurence & Harrison Robert","Cranleigh School","K2 Junior",TBA,02:18:01,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Wibmer Alison & Wibmer Andrew",Hereford,Junior/Veteran,TBA,02:21:31,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Wilkes Peter",Chelmsford,"K1 Senior",TBA,02:23:44,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Hall Eloise & Tozer Lucy","Wey & Leighton Buzzard","K2 Junior Ladies",TBA,02:27:31,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Duncan Hamish & Edyvean John","Fowey & Exeter","K2 Senior",TBA,02:32:17,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Martin Mike","Leighton Buzzard","K1 Veteran",TBA,02:33:54,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Grimsey Damon & Willis Stephen",Southampton,"K2 Veteran",TBA,02:36:43,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Ellis Charlotte","Leighton Buzzard","K1 Ladies",TBA,02:44:15,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Giacomini Fiona & Wilkins Sharon","Paddle Sports & Royal","Canadian Doubles",TBA,02:47:21,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Kirkham Oliver & Tozer Lucy",Norwich,"K2 Mixed",TBA,02:48:27,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Urquhart Arthur",Banbury,"K1 Junior",TBA,02:48:32,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Hotchkiss Chris","Army Canoe Union","Canadian Singles",TBA,02:51:17,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Collier Dominic & Bell Theodre. Preston",Tonbridge,"K2 Junior",TBA,02:55:24,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,7,"Ross Olwen & Whitefield Claire",Richmond,"K2 Ladies",TBA,03:01:15,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Campbell Rob & Rogers Jerry","Old Bedfordians","Canadian Doubles",TBA,03:21:29,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Abraham Alex","Bradford On Avon","K1 Senior",TBA,03:21:39,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Maycock Peter","Sutton Bingham ","K1 Veteran",TBA,03:26:10,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Worrall Maria",Cambridge,"K1 Ladies",TBA,03:28:54,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Walmsley Emma & Warmsley Alex",Pangbourne,"K2 Junior Ladies",TBA,03:32:00,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Escott Mark & Stevens Bowen","Bradford On Avon","K2 Veteran",TBA,03:35:51,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Blair Lawrence & Fancourt Scott","Sparsholt College","K2 Senior",TBA,03:37:15,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Whitby David",Colet,"Canadian Singles",TBA,03:48:42,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Poblete Laura & Walker Thomas",Richmond,"K2 Mixed",TBA,03:49:45,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Griffiths Gus & Ward Henry","Bryanston School","K2 Junior",TBA,03:53:18,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Wood Max","Lord Wandsworth College","K1 Junior",TBA,04:11:33,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,7,"Viniall Stephen & Viniall Charlotte",Independent,Junior/Veteran,TBA,04:16:30,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Kimberley Natalia","A L Marsac","K1 Ladies",TBA,04:31:11,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Strick Olivia & West Fran","Churcher's College","K2 Junior Ladies",TBA,04:33:10,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Bradley David & Bradley Philippa",Independent,Junior/Veteran,TBA,04:51:44,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Vater-Lambert Adele & Vater Amber",Independent,"Canadian Doubles",TBA,04:56:55,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,7,"Whitby David",Colet,"Canadian Singles",TBA,04:57:00,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Pearse Philip",Southampton,"K1 Senior",TBA,05:27:46,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Escott Mark & Stevens Bowen","Bradford On Avon","K2 Veteran",TBA,05:38:38,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Ginkel Koen. Van & Witteveen Jouke","Rcc & Alskv","K2 Senior",TBA,05:46:04,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Plummer Paul","Leighton Buzzard","K1 Veteran",TBA,06:11:45,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Nicholls Samuel & Tobin Charles","Cokethorpe School","K2 Junior",TBA,06:35:41,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Gillmer Emma & Houghting Shane",Wey,"K2 Mixed",TBA,06:35:47,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Stairs Jenna & Stairs Rebecca","Kimbolton School","K2 Junior Ladies",TBA,07:49:17,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Whitby David",Colet,"Canadian Singles",TBA,07:57:25,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Colby Sue",Devizes,"K1 Ladies",TBA,08:12:39,TBA,TBA,.
Kayak,D,2015,TBA,2015,Civilian,7,"Bownds Daniel & Heeley Barnet",Hampton,"Canadian Doubles",TBA,08:41:10,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,7,"Escott Mark & Stevens Bowen","Bradford On Avon","K2 Veteran",TBA,14:02:33,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,7,"Plummer Paul","Leighton Buzzard","K1 Veteran",TBA,15:15:37,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,7,"Hopewell T & Magill J R",Acu,"K2 Senior",TBA,16:18:48,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,7,"Nicholls Samuel & Tobin Charles","Cokethorpe School","K2 Junior",TBA,16:34:40,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,7,"Barrass Tom & Toddington Myles",Rmcc,Services,TBA,16:41:59,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,7,"Gregory Paul & Grover Hannah",Worcester,"K2 Mixed",TBA,17:27:10,TBA,TBA,.
Kayak,S,2015,TBA,2015,Civilian,7,"White Lyndon","Poole Harbour","Canadian Singles",TBA,20:13:08,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Webster James","Bradford On Avon","K1 Senior",TBA,01:53:26,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Lewis Richard","Bradford On Avon","K1 Veteran",TBA,02:03:18,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Carter Chris & Duff Craig",Nottingham,"K2 Senior",TBA,02:03:55,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",TBA,02:04:11,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Hopkinson Chris",Tonbridge,"K1 Junior",TBA,02:15:42,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Allinson Patrick & Jones Caroline",Nottingham,"K2 Mixed",TBA,02:16:50,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Collier Dominic & Bell Theodre. Preston",Tonbridge,"K2 Junior",TBA,02:18:05,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Gilbert-Johns S & Gilbert-Johns R",Southampton,Junior/Veteran,TBA,02:22:46,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Keeble James",Reading,"K1 Senior",TBA,02:31:15,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Blow Andrew & Blow David",Votwto.Co.Uk,"K2 Senior",TBA,02:33:01,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Coyle Eleanor & Norton Charlotte","Cranleigh School","K2 Junior Ladies",TBA,02:34:22,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Purchas Mike & Unwin Nigel","Bradford On Avon","K2 Veteran",TBA,02:40:14,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Hayes Paul",Richmond,"K1 Veteran",TBA,02:41:22,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Seaford Anita",Reading,"K1 Ladies",TBA,02:47:00,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Herwanger Jorg & Herwanger Tanya",Richmond,"K2 Mixed",TBA,02:48:47,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Benton Martin & Marshall Peter","Falcon & Ind","Canadian Doubles",TBA,02:52:14,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Barnard Tom","Poole Harbour","Canadian Singles",TBA,02:53:59,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Glaisher Dougal & Huntingford Francis","Blundell's School","K2 Junior",TBA,02:56:57,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"How James","Langley School","K1 Junior",TBA,02:58:23,TBA,TBA,.
Kayak,A,2015,TBA,2015,Civilian,8,"Byrne Kathryn & Coulton Claire",Exeter,"K2 Ladies",TBA,03:23:01,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Tunnell-Ritson Leo",Exeter,"K1 Senior",TBA,03:23:07,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Greenham Brian",Reading,"K1 Veteran",TBA,03:27:57,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Kimberley Natalia","A L Marsac","K1 Ladies",TBA,03:33:22,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Frawley Helen & Mobbs Holly","Lord Wandsworth College","K2 Junior Ladies",TBA,03:35:08,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Lawson Iain & Lay Chris",Acu,"K2 Senior",TBA,03:40:55,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"Vater-Lambert Adele & Vater Amber",Independent,"Canadian Doubles",TBA,03:41:49,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Balla Almir & Playle William","Barking & Dagenham","K2 Veteran",TBA,03:43:15,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Desborough Emma & Jeffreson Nigel",Southampton,"K2 Mixed",TBA,03:52:19,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Fortescue Laurence & Harrison Robert","Cranleigh School","K2 Junior",TBA,03:54:27,TBA,TBA,.
Kayak,B,2015,TBA,2015,Civilian,8,"White Lyndon","Poole Harbour","Canadian Singles",TBA,03:56:43,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Humphries Jared",Tonbridge,"K1 Junior",TBA,04:13:32,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Elsen Alexandra. Van. Den","Alskv Levitas","K1 Ladies",TBA,04:33:40,TBA,TBA,.
Kayak,C,2015,TBA,2015,Civilian,8,"Mettam Jenny & Watt Lola","Blundell's School","K2 Junior Ladies",TBA,04:41:21,TBA,TBA,.
