BoatType,Ladies,Year,Date,Season,Military,Position,Name,Club,Class,SubClass,Time,DecimalTime,Trophies,Record,Notes
Kayak,Male,1948,"",1948,Civilian,0,"South David & Attrill Frank","Chippenham Sea Cadets",Senior,"",76:05,76.1,"","",Whitsun
Kayak,Male,1948,"",1948,Civilian,0,"Parker Roy & Bushey Geoffrey","Chippenham Sea Cadets",Senior,"",76:05,76.1,"","",Whitsun
Canadian,Male,1948,"",1948,Civilian,0,"Walters Brian & Smith Brian","1st Devices Rover Scout",Senior,"",81:50,81.8,"","",""
Canadian,Male,1948,"",1948,Civilian,0,"Brown Peter & Jones Larry","1st Devices Rover Scout",Senior,"",81:50,81.8,"","",""
Kayak,Male,1949,"",1949,Civilian,0,"Flint George & Pay Mike","Richmond ",Senior,"",49:12,49.2,"","",""
Kayak,Male,1949,"",1949,Civilian,0,"Luzmore Frank & Ross Henry","Richmond ",Senior,"",49:53,49.9,"","",""
Kayak,Male,1949,"",1949,Civilian,0,"Watson G M & Wills V W","145 Bristol Sea Scouts",Senior,Scouts,53:10,53.2,"","",""
Kayak,Male,1950,"",1950,Civilian,1,"Ross Henry & Webb Robert","Richmond ",Senior,"",34:52,34.9,"","",""
Kayak,Male,1950,"",1950,Civilian,2,"Bruce H G & Litherland J F","RM Amphibious School",Senior,"",35:12,35.2,"","",""
Kayak,Male,1950,"",1950,Civilian,3,"Keane D W & Davies A","3rd Hillingdon Rover Sea Scouts",Senior,Scouts,40:11,40.2,"","",""
Kayak,Male,1950,"",1950,Navy,4,"Rawll P L & Smith T","RM Amphibious School",Senior,"",40:37,40.6,"","",""
Kayak,Male,1950,"",1950,Navy,5,"Newburn A K & Wride J H",RMFVR,Senior,Reserve,55:31,55.5,"","",""
Kayak,Male,1950,"",1950,Navy,6,"Russell R F & Fermiloe D H",RMFVR,Senior,Reserve,55:46,55.8,"","",""
"Folding Boat",Male,1950,"",1950,Civilian,7,"Draper E L & Flood E H","Southampton Coalporters A R Club",Senior,"",56:31,56.5,"","",""
Kayak,Male,1950,"",1950,Civilian,8,"Townsend A & Arthur L","Middlesex Hosptial",Senior,"",58:09,58.1,"","",""
Kayak,Male,1950,"",1950,Civilian,9,"Tofield R B & Andrews H","Inland Waterways",Senior,"",59:26,59.4,"","",""
Kayak,Male,1950,"",1950,Civilian,10,"Danger G W & Danger A C","Liverpool University",Senior,University,62:30,62.5,"","",""
"Folding Boat",Male,1951,"",1951,Army,1,"Dansie Oliver & Dry R (Bert)","21 (Artists)",Senior,Reserve,24:07,24.1,Tyne,"",""
Kayak,Male,1951,"",1951,Civilian,2,"Bruce H G & Litherland J F","RM Amphibious School",Senior,"",24:21,24.4,"","",""
Kayak,Male,1951,"",1951,Navy,3,"Rawll P L & Lavender","RM Amphibious School",Senior,"",25:47,25.8,"","",""
Kayak,Male,1951,"",1951,Civilian,4,"Houghton A & Simmens","Royal Inst of Chemistry",Senior,"",26:38,26.6,"","",""
"Folding Boat",Male,1951,"",1951,Army,5,"France R & Hayim J H","21 (Artists)",Senior,Reserve,27:52,27.9,"","",""
Kayak,Male,1951,"",1951,Civilian,6,"Keane D W & Davies A","3rd Hillingdon Rover Sea Scouts",Senior,Scouts,28:42,28.7,"","",""
Kayak,Male,1951,"",1951,Navy,7,"Keane A M & Bacon C","HMS Excellent",Senior,"",32:56,32.9,"","",""
Kayak,Male,1951,"",1951,Civilian,8,"Garnett O & Harris E",Romford,Senior,"",33:01,33.0,"","",""
Kayak,Male,1951,"",1951,Navy,9,"Newburn A K & Wride J H",RMFVR,Senior,Reserve,33:32,33.5,"","",""
Kayak,Male,1951,"",1951,Civilian,10,"Gautier Charles & Simmons Anthony","Western Bay ",Senior,"",37:04,37.1,"","",""
Kayak,Male,1951,"",1951,Navy,11,"McKinlay & Acton","HMS Lochinvar",Senior,"",38:15,38.2,"","",""
Kayak,Male,1951,"",1951,Navy,12,"Russell R F & Fermiloe D H",RMFVR,Senior,Reserve,50:24,50.4,"","",""
Kayak,Male,1951,"",1951,RAF,13,"Fletcher & Douglas","RAF Leuchars ",Senior,"",81:15,81.2,"","",""
Kayak,Male,1952,"",1952,Civilian,1,"Ross Henry & Wilkins Michael Laurence","Richmond ",Senior,"",24:51,24.9,"","",""
"Folding Boat",Male,1952,"",1952,Army,2,"Hayim J H & Terry M","21 (Artists)",Senior,Reserve,31:45,31.8,Tyne,"",""
"Folding Boat",Male,1952,"",1952,Civilian,3,"Simmons Anthony & Jackson John B","Western Bay ",Senior,"",34:25,34.4,"","",""
"Folding Boat",Male,1952,"",1952,Civilian,4,"Stephehs A W & Toyne S","Bristol University",Senior,University,40:31,40.5,"","",""
Kayak,Male,1952,"",1952,Civilian,0,"Walker Terry & Guy John","Chippenham Sea Cadets",Junior,"",72:00,72.0,"","","Unofficial as under age at 15"
Kayak,Male,1952,"",1952,Civilian,0,"Francis A & Moat G","Chippenham Sea Cadets",Junior,"",74:00,74.0,"","","Not awarded 1st place as did not fully comply with all rules"
"Folding Boat",Male,1953,"",1953,Army,1,"Junor Neville K & Marchant Edward C","21 (Artists)",Senior,Reserve,30:47,30.8,Tyne,"",""
"Folding Boat",Male,1953,"",1953,Army,2,"Stearn Henry & Davis Edward W","21 (Artists)",Senior,Reserve,31:22,31.4,"","",""
Kayak,Male,1953,"",1953,Civilian,1,"Walker T & Walker D","Chippenham Sea Cadets",Junior,"",37:18,37.3,"","",""
Kayak,Male,1953,"",1953,Civilian,1,"Harlow R & Millard","Chippenham Sea Cadets",Junior,"",37:18,37.3,"","",""
Kayak,Male,1954,"",1954,Navy,1,"Mitchell David & Syrad Stewart","Royal Marines",Senior,"",28:13,28.2,"","",""
Kayak,Male,1954,"",1954,Civilian,1,"Graves G & Walker W H","3rd Hillingdon Sea Scouts",Junior,"",28:32,28.5,"","",""
Kayak,Male,1954,"",1954,Navy,2,"Richardson Jack & White G W","Royal Marines",Senior,"",30:10,30.2,"","",""
Kayak,Male,1954,"",1954,Civilian,2,"Walker T & Walker D","Chippenham Sea Cadets",Junior,"",33:32,33.5,"","",""
"Folding Boat",Male,1954,"",1954,Navy,3,"Wright Robert E & Belcher K","RNAS Gosport",Senior,"",45:13,45.2,Tyne,"",""
Kayak,Male,1954,"",1954,Civilian,4,"Jenkins John & Gerraed Eric","County Tech Stafford",Senior,"",57:10,57.2,"","",""
Kayak,Male,1954,"",1954,Civilian,3,"Richard D & Kerrigan",RAF,Junior,"",59:26,59.4,"","",""
Kayak,Male,1954,"",1954,Civilian,5,"Bird Arthur & Bird William",Independent,Senior,"",79:32,79.5,"","",""
Kayak,Male,1955,"",1955,Civilian,1,"Jolly & Smart","Royal Marines",Junior,"",24:14,24.2,"","",""
Kayak,Male,1955,"",1955,Civilian,2,"Perkes Alan & Cunningham","",Junior,"",24:28,24.5,"","",""
Kayak,Male,1955,"",1955,Navy,1,"Mitchell David & Syrad Stewart","Royal Marines",Senior,"",25:32,25.5,"","",""
"Folding Boat",Male,1955,"",1955,Navy,2,"Howe G R & Clarke J P","Royal Marines",Senior,"",26:39,26.6,Tyne,"",""
Kayak,Male,1955,"",1955,Civilian,3,"Davies P & Harrison J","",Junior,"",27:16,27.3,"","",""
Kayak,Male,1955,"",1955,Civilian,4,"Nicholls & Pridder J","",Junior,"",28:10,28.2,"","",""
Kayak,Male,1955,"",1955,Navy,3,"Keane A M & Bacon C","H M Sub Subtle",Senior,"",35:42,35.7,"Home Built","",""
Kayak,Male,1955,"",1955,Civilian,5,"Snooks & Higgs","",Junior,"",36:16,36.3,"","",""
Kayak,Male,1955,"",1955,Civilian,4,"Griffiths & Beaman",Independent,Senior,"",38:19,38.3,"","",""
Kayak,Male,1955,"",1955,Civilian,5,"Knowlson P M & Webber",Independent,Senior,"",39:06,39.1,"","",""
Kayak,Male,1956,"",1956,Civilian,1,"Brister J & Rollins R","Church Lads Bde",Junior,"",27:52,27.9,"","",""
Kayak,Male,1956,"",1956,Navy,1,"Howe G R & Clarke J P","Royal Marines",Senior,"",28:32,28.5,"","",""
Kayak,Male,1956,"",1956,Civilian,2,"Davies P & Harrison J","Felsted School",Junior,"",29:25,29.4,"","",""
"Folding Boat",Male,1956,"",1956,Army,2,"Macpherson W A & Marriot R","21 (Artists)",Senior,Reserve,30:41,30.7,Tyne,"",""
"Folding Boat",Male,1956,"",1956,Army,3,"Twelftree G & Cook J","21 (Artists)",Senior,Reserve,33:03,33.0,"","",""
Kayak,Male,1956,"",1956,Navy,4,"Keane A M & Crickard F W","Royal Navy & Royal Canadian Navy",Senior,"",33:46,33.8,"Home Built","",""
Kayak,Male,1956,"",1956,Civilian,5,"Knowlson P M & Walter F B","Cambridge University",Senior,University,38:03,38.0,"","",""
Kayak,Male,1956,"",1956,Civilian,6,"Edwards S A & Mason","RAC Boys Squad",Senior,"",43:27,43.5,"","",""
Kayak,Male,1956,"",1956,Civilian,7,"Cockson F & Vicker J","Oxford University ",Senior,University,47:21,47.3,"","",""
Kayak,Male,1956,"",1956,Army,8,"Nobbs C K & Peat W J","RMA Sandhurst",Senior,"",47:21,47.3,"","",""
Kayak,Male,1956,"",1956,Army,9,"Rollinson K & Appleby P J","RMA Sandhurst",Senior,"",49:04,49.1,"","",""
Kayak,Male,1956,"",1956,RAF,10,"Cubin R & Youd N B",RAF,Senior,"",57:34,57.6,"","",""
Kayak,Male,1956,"",1956,Civilian,11,"Noyes H & Maslen R","Wilts Gazette",Senior,"",57:50,57.8,"","",""
Kayak,Male,1956,"",1956,Army,12,"Stockbridge W S & Eley M","Royal Artillery",Senior,"",59:48,59.8,"","",""
Kayak,Male,1957,"",1957,Civilian,1,"Nicholls J & Carmichael E","",Junior,"",23:36:30,23.6,"","",""
Kayak,Male,1957,"",1957,Civilian,2,"Brister J & Rollins R","",Junior,"",24:08:00,24.1,"","",""
Kayak,Male,1957,"",1957,Navy,1,"White B D & Aston K","Royal Marines",Senior,"",25:28:15,25.5,"","",""
Kayak,Male,1957,"",1957,Civilian,2,"Chase J A & Masser K A","Cambridge University",Senior,University,26:29:30,26.5,"Home Built","",""
Kayak,Male,1957,"",1957,Civilian,3,"Graves G H & Bartlett P M",Independent,Senior,"",27:23:45,27.4,"","",""
Kayak,Male,1957,"",1957,Navy,4,"Farrant P & Shenton T","Royal Marines",Senior,"",27:31:30,27.5,"","",""
Kayak,Male,1957,"",1957,Navy,5,"Edmonds C J & Howe G R","Royal Marines",Senior,"",27:38:30,27.6,"","",""
Kayak,Male,1957,"",1957,Navy,6,"Doherty J & Howard G","Royal Marines",Senior,"",29:13:45,29.2,"","",""
Kayak,Male,1957,"",1957,Civilian,3,"Jenkins B & Shaw A","Junior Leaders Regt RA",Junior,"",30:20:45,30.3,"","",""
Kayak,Male,1957,"",1957,Civilian,4,"Clark P & Hubbert",Thameside,Junior,"",30:38:30,30.6,"","",""
"Folding Boat",Male,1957,"",1957,Navy,7,"Harrington R & Miller P","Royal Marines",Senior,"",30:40:15,30.7,Tyne,"",""
Kayak,Male,1957,"",1957,Civilian,5,"Codlington S & Canham G",Whippet,Junior,"",32:19,32.3,"","",""
Kayak,Male,1957,"",1957,RAF,8,"Youd N B & de Garis D","RAF Cranwell",Senior,"",36:01:30,36.0,"","",""
"Folding Boat",Male,1957,"",1957,Army,9,"Tillier Lt D & Rodda R","21 (Artists)",Senior,Reserve,36:36,36.6,Special,"","Special Award to Trpr R Rodda who paddled 32.5 miles alone "
Kayak,Male,1957,"",1957,Civilian,10,"Edwards Lt S & Mason SQMS L","Whippet ",Senior,"",37:13,37.2,"","",""
Kayak,Male,1957,"",1957,Civilian,6,"Latham J & Crankshaw I","Junior Leaders Regt RA",Junior,"",37:47,37.8,"","",""
Kayak,Male,1957,"",1957,Civilian,11,"Milgate J & Scott P","Metropolitan Police Engineers",Senior,Police,39:43,39.7,"","",""
Kayak,Male,1957,"",1957,Civilian,12,"Reed J & Smith A","Thames Police Athletic Club",Senior,Police,42:14,42.2,"","",""
Kayak,Male,1957,"",1957,Civilian,13,"Harris J & Saggerson V","Whippet ",Senior,"",50:32,50.5,"","",""
Kayak,Male,1957,"",1957,Civilian,14,"Campbell J & Mason J W","Hewell Grange",Senior,"",50:46,50.8,"","",""
Kayak,Male,1957,"",1957,Civilian,15,"Gibbons Mark & Wilkenson B","Alperton & Wembley Scouts",Senior,Scouts,51:44,51.7,"","",""
Kayak,Male,1957,"",1957,Army,16,"Kingsland B & French M","RMA Sandhurst",Senior,"",52:23,52.4,"","",""
Kayak,Male,1957,"",1957,RAF,17,"Ticehurst J & Bentley I","RAF Cranwell",Senior,"",53:38,53.6,"","",""
Kayak,Male,1957,"",1957,Army,18,"Reynolds O & Campbell A","RMA Sandhurst",Senior,"",60:24:30,60.4,"","",""
Kayak,Male,1957,"",1957,Army,19,"Panther T & Croft J","RMA Sandhurst",Senior,"",61:54:30,61.9,"","",""
Kayak,Male,1957,"",1957,Civilian,20,"Peacock B & Mayne R","Thames Police Athletic Club",Senior,Police,63:10:15,63.2,"","",""
Kayak,Male,1957,"",1957,RAF,21,"Nuttall J W & Payne F","RAF Melksham",Senior,"",63:30:15,63.5,"","",""
Kayak,Male,1957,"",1957,Civilian,7,"Clarke R & Cooke",Thameside,Junior,"","","","","",""
Kayak,Male,1958,"",1958,Navy,1,"Howe G R & Edmonds C J","Royal Marines",Senior,"",24:27,24.5,"","",""
Kayak,Male,1958,"",1958,Civilian,2,"Bartlett P M & Graves G H",Independent,Senior,"",26:12,26.2,"","",""
"Folding Boat",Male,1958,"",1958,Navy,3,"Carless R & Polli G","Royal Marines",Senior,"",27:10,27.2,Tyne,"",""
Kayak,Male,1958,"",1958,Army,4,"Redmayne N G & Turner David J","RMA Sandhurst",Senior,"",29:16,29.3,"","",""
Kayak,Male,1958,"",1958,Navy,5,"Wright R G & Cheesman M B","Royal Marines",Senior,"",32:43,32.7,"","",""
Kayak,Male,1958,"",1958,Army,6,"Gray Q & Davis M","Signals Regiment",Senior,"",34:45,34.7,"","",""
Kayak,Male,1958,"",1958,Civilian,1,"Aldridge R M & Dewsnap Robert George",Independent,Junior,"",37:52,37.9,"","",""
Kayak,Male,1958,"",1958,Civilian,7,"Campbell J & Mason J W",Independent,Senior,"",39:20,39.3,"","",""
Kayak,Male,1958,"",1958,Civilian,2,"Lewis A D & Beck C H","Junior Leaders Regt",Junior,"",45:02,45.0,"","","According to the Times 8th April 1958 A. Lewis paddled 90 miles alone "
Kayak,Male,1958,"",1958,Army,8,"Chapman J R & Armstrong R R","RMA Sandhurst",Senior,"",47:14,47.2,"","",""
Kayak,Male,1958,"",1958,Civilian,3,"Quiller D T & King M A R","Tooting & Balham",Junior,"",50:36,50.6,"","",""
Kayak,Male,1958,"",1958,Civilian,9,"Turner R E & Hardy J S","Metropolitan Police",Senior,Police,55:27,55.5,"","",""
Kayak,Male,1958,"",1958,Civilian,10,"Lewis M A & Rive R","Hayes Youth Club",Senior,"",57:26,57.4,"","",""
Kayak,Male,1958,"",1958,Civilian,11,"Hudson C & Sully J B",Independent,Senior,"",58:04,58.1,"","",""
Kayak,Male,1958,"",1958,Civilian,12,"Nuttall J W & Smart J","Melksham Rover Scouts",Senior,Scouts,58:46,58.8,"","",""
Kayak,Male,1958,"",1958,Civilian,0,"Smith Ernist & K1 Single","",Senior,"","","","","","Believed para - unofficial Single (partner ill)"
Kayak,Male,1959,"",1959,Navy,1,"Syrad Stewart & Shenton T","Royal Marines",Senior,"",23:17:15,23.3,"","",""
Kayak,Male,1959,"",1959,Navy,2,"Howe G R & Edmonds C J","Royal Marines",Senior,"",23:29:30,23.5,"","",""
Kayak,Male,1959,"",1959,Civilian,1,"Jackson T A & Peters J M","Junior Leaders Regt RA",Junior,"",26:38,26.6,"","",""
Kayak,Male,1959,"",1959,Civilian,2,"Varndell A & King M A R","Tooting & Balham",Junior,"",27:32,27.5,"","",""
Kayak,Male,1959,"",1959,Army,3,"Crook W & Penley R D","Parachute Regiment",Senior,"",28:10,28.2,"","",""
"Folding Boat",Male,1959,"",1959,Army,4,"White Peter & Sharp B","UK Comcan Signal Regt",Senior,"",28:56:10,28.9,Tyne,"",""
Kayak,Male,1959,"",1959,Civilian,5,"Caira V & Dalton J","Thames ",Senior,"",29:20:30,29.3,"Home Built","",""
Kayak,Male,1959,"",1959,Civilian,3,"Alexander E & McKenzie M E",Whippet,Junior,"",29:35:15,29.6,"","",""
Kayak,Male,1959,"",1959,RAF,6,"Cripps T P & Horne J F","RAF Abington",Senior,"",30:34:35,30.6,"","",""
Kayak,Male,1959,"",1959,Civilian,22,"Milgate J & Hardy J S","Thames Police Athletic Club",Senior,Police,30:48:05,30.8,"","",""
Kayak,Male,1959,"",1959,Civilian,7,"Campbell J & Mason J W",Independent,Senior,"",31:14:20,31.2,"","",""
Kayak,Male,1959,"",1959,Army,8,"Clarke A C & Bonner D E","RMA Sandhurst",Senior,"",31:14:30,31.2,"","",""
Kayak,Male,1959,"",1959,Civilian,4,"Moffatt T & White C",Independent,Junior,"",31:42:10,31.7,"","",""
Kayak,Male,1959,"",1959,Civilian,9,"Grunden C G & Owen M L","Heath College Cardiff",Senior,"",32:41:20,32.7,"","",""
Kayak,Male,1959,"",1959,Army,10,"Thorpe A & Norton G","UK Comcan Signal Regt",Senior,"",32:58:43,33.0,"","",""
Kayak,Male,1959,"",1959,Civilian,12,"Harris J & Chapman T","Whippet ",Senior,"",36:47:50,36.8,"","",""
Kayak,Male,1959,"",1959,Civilian,5,"Gouldsmith C J & Chisholm A J","Tooting & Balham",Junior,"",36:48,36.8,"","",""
Kayak,Male,1959,"",1959,Navy,13,"Heaton M J & Cardy R A","Royal Marines",Senior,"",37:26:15,37.4,"","",""
Kayak,Male,1959,"",1959,Navy,14,"Slader K V & Ethelstan M E","Royal Marines",Senior,"",37:42:40,37.7,"","",""
Kayak,Male,1959,"",1959,Navy,15,"Hodgkinson K J & James P C","Royal Marines",Senior,"",38:05:50,38.1,"","",""
Kayak,Male,1959,"",1959,Civilian,16,"Peacock B & Maynard R D","Thames Police Athletic Club",Senior,Police,38:19:15,38.3,"","",""
Kayak,Male,1959,"",1959,Army,17,"Letts R D & Hume R J","RMA Sandhurst",Senior,"",39:25:10,39.4,"","",""
Kayak,Male,1959,"",1959,RAF,18,"Nuttall J W & Perryman B","RAF Melksham",Senior,"",39:40:10,39.7,"","",""
Kayak,Male,1959,"",1959,Civilian,19,"Blundell R E & Nash C",Independent,Senior,"",39:55:10,39.9,"","",""
Kayak,Male,1959,"",1959,Army,20,"Norris P S & Conner G R","RMA Sandhurst",Senior,"",40:02,40.0,"","",""
Kayak,Male,1959,"",1959,Army,21,"Taylor L & Christopher R","RMA Sandhurst",Senior,"",40:05,40.1,"","",""
Kayak,Male,1959,"",1959,Civilian,23,"Rassie A & Chaplain","Richmond  & Independent",Senior,"",41:56:30,41.9,"","",""
Kayak,Male,1959,"",1959,Civilian,24,"Tracey D & Turner M J","Waller Barracks ",Senior,"",43:36:45,43.6,"","",""
Kayak,Male,1959,"",1959,Civilian,11,"Blackford G & Oloenshaw D","Worcester ",Senior,"",43:54,43.9,"","",""
Kayak,Male,1959,"",1959,Army,25,"Reynolds O & Balem E F","Somerset Light Inf",Senior,"",44:43:40,44.7,"","",""
Kayak,Male,1959,"",1959,Civilian,26,"Stansfield J M & Eaton D",Independent,Senior,"",48:10:05,48.2,"","",""
Kayak,Male,1959,"",1959,Civilian,27,"Noble B & Watson T","Hartlepool Kayac C",Senior,"",53:25:00,53.4,"","",""
Kayak,Male,1959,"",1959,Civilian,28,"Blake B N & Azzarro M J","Whippet ",Senior,"",53:58:53,54.0,"","",""
Kayak,Male,1960,"",1960,Army,1,"Hardy T P & Cann J P",22,Senior,"",23:01,23.0,"","",""
Kayak,Male,1960,"",1960,Army,2,"Payne R C & Allen M J",22,Senior,"",24:07,24.1,"","",""
Kayak,Male,1960,"",1960,Navy,3,"Edmonds C J & Howe G R","Royal Marines",Senior,"",24:25,24.4,"","",""
Kayak,Male,1960,"",1960,Civilian,4,"Crook W & Morgan D","Lancs Reg & RAF",Senior,"",24:40,24.7,"","",""
Kayak,Male,1960,"",1960,Army,5,"Keay R J & Repper K E","1 Para",Senior,"",25:07,25.1,"Home Built","",""
Kayak,Male,1960,"",1960,Civilian,1,"Evans C & Woodhouse B E","Radley College ",Junior,"",25:20:50,25.3,"Home Built","",""
Kayak,Male,1960,"",1960,Civilian,2,"Nelson A & Gittings T","N.S.C. ",Junior,"",25:23:30,25.4,"","",""
Kayak,Male,1960,"",1960,Civilian,11,"Pugh D M & Nash J B","Duke of Wellington Ad Tg Club",Senior,"",25:28:05,25.5,"","",""
Kayak,Male,1960,"",1960,Civilian,3,"Varndell A & King M A R","T & B S",Junior,"",25:34:00,25.6,"","",""
Kayak,Male,1960,"",1960,Civilian,4,"Boswell J & Roebuck P",NSC,Junior,"",25:36:04,25.6,"","",""
Kayak,Male,1960,"",1960,Civilian,5,"Hanley D & Burlinson J",NSC,Junior,"",26:22:50,26.4,"","",""
Kayak,Male,1960,"",1960,Civilian,6,"Chisholm J & Gouldsmith J","T & B S",Junior,"",26:39:00,26.6,"","",""
Kayak,Male,1960,"",1960,Civilian,6,"Campbell J & Barrs A","North Sea Camp ",Senior,"",26:43:30,26.7,"","",""
Kayak,Male,1960,"",1960,Civilian,7,"Neads J & Chambers R","Dartford Scouts",Junior,"",27:21:30,27.4,"","",""
Canadian,Male,1960,"",1960,Civilian,7,"Perkes Alan & Gautier Charles","Independent & Western Bay ",Senior,"",28:06,28.1,Canadian,"",""
Kayak,Male,1960,"",1960,Navy,8,"Heaten M J & Watts J A","Royal Marines",Senior,"",28:14,28.2,"","",""
"Folding Boat",Male,1960,"",1960,Army,9,"White K M & Tapscott M C",REME,Senior,"",28:18,28.3,Tyne,"",""
Kayak,Male,1960,"",1960,Army,10,"Davison P T & Carty P","1 Para",Senior,"",28:24,28.4,"","",""
Kayak,Male,1960,"",1960,Civilian,8,"Partridge P & Baber D","Cornwall Constabulary",Junior,"",28:52:00,28.9,"","",""
Kayak,Male,1960,"",1960,Civilian,9,"Griffin P & Bottomley J","Junior Leaders Regt RA",Junior,"",29:11:00,29.2,"","",""
Kayak,Male,1960,"",1960,Navy,12,"Richardson Jack & Michie J","Royal Marines",Senior,"",29:29,29.5,"","",""
Kayak,Male,1960,"",1960,Civilian,10,"Curry D & Adams C","RAF Cranwell",Junior,"",29:58:00,30.0,"","",""
Kayak,Male,1960,"",1960,Civilian,11,"Eidsforth A & O'Rourke M","RAF Cranwell",Junior,"",31:01:00,31.0,"","",""
Kayak,Male,1960,"",1960,Army,13,"Griffiths R & Tarbin G","1st Green Jackets",Senior,"",31:08,31.1,"","",""
Kayak,Male,1960,"",1960,Civilian,12,"Lear R & Moore N","T & B S",Junior,"",31:51:30,31.9,"","",""
Kayak,Male,1960,"",1960,Civilian,14,"Milgate J & Scott P","Metropolitan River Police",Senior,Police,32:22,32.4,"","",""
Kayak,Male,1960,"",1960,Civilian,13,"Morrish P & Graham M","J.L. Rt.R.A.C.",Junior,"",33:14:00,33.2,"","",""
Kayak,Male,1960,"",1960,Civilian,14,"Board P & Kingswood B",T&B,Junior,"",33:47:00,33.8,"","",""
Kayak,Male,1960,"",1960,Army,15,"Simmonds C & Jones L","1st Green Jackets",Senior,"",33:56,33.9,"","",""
Kayak,Male,1960,"",1960,Civilian,15,"Jacobs M & Pigott J",T&B,Junior,"",35:04:00,35.1,"","",""
Kayak,Male,1960,"",1960,Civilian,16,"Woodruff D & Gardner L","Buckley H'se",Junior,"",35:24:30,35.4,"","",""
Kayak,Male,1960,"",1960,Civilian,17,"Allsop A & Brooks D","J.L. Rt.RS",Junior,"",35:52:00,35.9,"","",""
Kayak,Male,1960,"",1960,Civilian,18,"Pinchis A & Hambleton S","4th Wilts ",Junior,"",35:56:00,35.9,"","",""
Kayak,Male,1960,"",1960,Army,16,"Field C & Hedley P J","JLR RAC",Senior,"",35:59:03,36.0,"","",""
Kayak,Male,1960,"",1960,Civilian,19,"Grimshaw D & Weston G","Chippenham SC",Junior,"",36:06:00,36.1,"","",""
Kayak,Male,1960,"",1960,RAF,17,"Olsen D J & Cox J","RAF Hullavington",Senior,"",36:06:50,36.1,"","",""
Kayak,Male,1960,"",1960,Army,18,"Thorpe J L & Penley R D","1 Para",Senior,"",36:10,36.2,"","",""
Kayak,Male,1960,"",1960,Army,19,"Reynolds O & Jackson W D","4th Wilts (TA)",Senior,Reserve,36:22,36.4,"","",""
Kayak,Male,1960,"",1960,Civilian,20,"Blackmore L & Burr J H",Rugby,Senior,"",36:26,36.4,"","",""
Kayak,Male,1960,"",1960,Civilian,20,"Hopkins P & Martin M","Wiltshire Constabulary",Junior,"",37:55:00,37.9,"","",""
Kayak,Male,1960,"",1960,Army,21,"Thomson C G & Ridgway J M","3 Para",Senior,"",38:05,38.1,"","",""
Kayak,Male,1960,"",1960,Army,22,"Horton J E & Gardner E A","3 Para",Senior,"",38:07,38.1,"","",""
Kayak,Male,1960,"",1960,Army,23,"Braithwaite H & Thwaites D E","JLR RS",Senior,"",38:32,38.5,"","",""
Kayak,Male,1960,"",1960,Civilian,24,"Field E A & Mills D E","Wallingford RC & Carmel College BC",Senior,"",38:45,38.7,"","",""
Kayak,Male,1960,"",1960,Army,25,"Hammerton M J & Lang D E","RMA Sandhurst",Senior,"",38:47,38.8,"","",""
Kayak,Male,1960,"",1960,Army,26,"Walby H J & West F","10 Para",Senior,Reserve,39:55,39.9,"","",""
Kayak,Male,1960,"",1960,Army,27,"Hutchison J & Ivil A M","10 Para",Senior,Reserve,41:57,42.0,"","",""
Kayak,Male,1960,"",1960,Civilian,28,"Hancock R C & Burke R E","Chippenham Scouts",Senior,Scouts,46:53,46.9,"","",""
Kayak,Male,1960,"",1960,Army,29,"Donovan B K & Cullen J","RMA Sandhurst",Senior,"",47:29,47.5,"","",""
Kayak,Male,1960,"",1960,Army,30,"Bilby R & Flemming J W","D of E R Rt",Senior,"",49:35,49.6,"","",""
Kayak,Male,1960,"",1960,RAF,31,"Grunwell J & Carter D St G","RAF Hullavington",Senior,"",50:15,50.2,"","",""
Kayak,Male,1960,"",1960,Civilian,32,"Davidge J C & Kingswood L D","Surrey Scouts",Senior,Scouts,50:32,50.5,"","",""
Kayak,Male,1960,"",1960,Civilian,33,"Ward R H & Evans R J","Barts Hospital",Senior,"",51:10,51.2,"","",""
Kayak,Male,1960,"",1960,Army,34,"Sutton-Pratt M P & Priestly J","5 Tg Bn RASC",Senior,"",51:31,51.5,"","",""
Kayak,Male,1960,"",1960,Civilian,35,"Thompson J & Stanley P","Thameside ",Senior,"",51:37,51.6,"","",""
Kayak,Male,1960,"",1960,Army,36,"Gaynor J & Gordon J","Royal Army Pay Corps",Senior,"",51:39,51.6,"","",""
Kayak,Male,1960,"",1960,Civilian,37,"Wren J & McPartland F","Duke of Wellington Ad Tg Club",Senior,"",53:26,53.4,"","",""
Kayak,Male,1961,"",1961,Civilian,1,"Lawler P & Still R","Richmond ",Junior,"",18:15:45,18.3,"","",""
Kayak,Male,1961,"",1961,Civilian,1,"Crook W & O'Keefe R","1st Lancs & 1st Mddx & Richmond ",Senior,"",20:37:05,20.6,"","","B Race (Reduced Kit)"
Kayak,Male,1961,"",1961,Army,2,"Hardy T P & Cann J P",22,Senior,"",20:42:45,20.7,"","","B Race (Reduced Kit)"
Kayak,Male,1961,"",1961,Navy,1,"Howe G R & Tandy Ted","Royal Marines",Senior,"",20:59:30,21.0,Services,"",""
Kayak,Male,1961,"",1961,Army,3,"Allen M J & Payne R C",22,Senior,"",21:04:30,21.1,"","","B Race (Reduced Kit)"
Kayak,Male,1961,"",1961,Navy,2,"Mitchell D & Seegar R","Royal Marines",Senior,"",21:46,21.8,"","",""
