BoatType,Ladies,Year,Date,Season,Military,Position,Name,Club,Class,SubClass,Time,DecimalTime,Trophies,Record,Notes
Kayak,Male,1981,"",1981,Civilian,9,"Pratt S & Graysmark P","Sussex Police",Junior,"",19:53:01,19.9,"","",""
Kayak,Male,1981,"",1981,Civilian,10,"Beavis A & Dove D","Metropolitan Police",Junior,"",19:55:20,19.9,"","",""
Kayak,Mixed,1981,"",1981,Civilian,6,"Phillips D K & Nadal Kathleen","Nottingham ",Senior,"",19:59:19,20.0,Mixed,"",""
Kayak,Male,1981,"",1981,Army,7,"Tape A J & Jones H","Royal Engineers",Senior,"",20:01:07,20.0,"","",""
Kayak,Male,1981,"",1981,Civilian,11,"Fulford N & Munday S","Metropolitan Police",Junior,"",20:06:09,20.1,"","",""
Kayak,Male,1981,"",1981,Civilian,12,"Jane N & Park A","Devon & Cornwall Police",Junior,"",20:06:19,20.1,"","",""
Kayak,Male,1981,"",1981,Army,8,"Oliver P A & Jardine G","Royal Engineers",Senior,"",20:12:11,20.2,"","",""
Kayak,Male,1981,"",1981,Civilian,13,"Auger M & Bartlett N","Sussex Police",Junior,"",20:17:40,20.3,"","",""
Kayak,Male,1981,"",1981,Army,9,"Kershaw-Naylor J P & Pead A N","Royal Military Col. of Science",Senior,"",20:25:12,20.4,"","",""
Kayak,Male,1981,"",1981,Civilian,14,"Grey I & Payne J","Metropolitan Police",Junior,"",20:25:50,20.4,"","",""
Kayak,Male,1981,"",1981,Civilian,15,"Tarling A & Berridge G A","Wiltshire Constabulary",Junior,"",20:30:06,20.5,"","",""
Kayak,Male,1981,"",1981,Civilian,16,"Whitehead S J & Stowell M","Wiltshire Constabulary",Junior,"",20:35:36,20.6,"","",""
Kayak,Male,1981,"",1981,Civilian,17,"Borthwick W N & Robinson R H","Army Apprentice College Arborfield",Junior,"",20:35:51,20.6,"","",""
Kayak,Male,1981,"",1981,Civilian,18,"Perrett AJ & Robinson S A","Wiltshire Constabulary",Junior,"",20:50:50,20.8,"","",""
Kayak,Male,1981,"",1981,Civilian,19,"Harman G J & Simpson R J","Thames Valley Police",Junior,"",20:52:30,20.9,"","",""
Kayak,Male,1981,"",1981,Civilian,10,"Harry M H & Springford P C","Windsor ",Senior,"",20:59:20,21.0,"","",""
Kayak,Male,1981,"",1981,Civilian,20,"Renwick M R & Trimble N R","Thames Valley Police",Junior,"",21:04:05,21.1,"","",""
Kayak,Male,1981,"",1981,Civilian,21,"Newton A C & Barden P","Stubbers & Chelmsford 's",Junior,"",21:24:24,21.4,"","",""
Kayak,Male,1981,"",1981,Civilian,11,"Muir AJ & Davies N L","Hereford ",Senior,"",21:33:17,21.6,"","",""
Kayak,Male,1981,"",1981,Civilian,12,"Wrafter P J & James D J","Newham ",Senior,"",21:38:27,21.6,"","",""
Kayak,Male,1981,"",1981,Civilian,13,"Spence D A & Fleming P R","Chelmsford ",Senior,"",21:48:20,21.8,"","",""
Kayak,Mixed,1981,"",1981,Civilian,22,"Cafferty J L & Walker V J","Infantry Junior Leaders Bn.",Junior,"",21:51:40,21.9,"","",""
Kayak,Male,1981,"",1981,Civilian,23,"Redmond P J & Redman N","Churchdown Scout Group",Junior,Scouts,21:53:07,21.9,Scouts,"",""
Kayak,Male,1981,"",1981,Civilian,14,"Campbell D G & Bragg A M","Newham ",Senior,"",21:55:36,21.9,"","",""
Kayak,Male,1981,"",1981,Civilian,24,"Gill D & Mash A","Metropolitan Police",Junior,"",21:56:22,21.9,"","",""
Kayak,Male,1981,"",1981,RAF,15,"Barrie L & Dodd P","RAF CA",Senior,"",21:58:47,22.0,RAF,"",""
Kayak,Male,1981,"",1981,Civilian,25,"Williamson D & Mays A","Sussex Police",Junior,"",21:59:04,22.0,"","",""
Kayak,Male,1981,"",1981,Civilian,16,"Evans C W & Gates B C","Hereford ",Senior,"",22:04:02,22.1,Lee,"",""
Kayak,Male,1981,"",1981,Civilian,17,"Vincent R J & Beaver T E","78th Leicester V Scouts",Senior,Scouts,22:04:22,22.1,"","",""
Kayak,Male,1981,"",1981,Civilian,18,"Wibrew M & Richardson D J","Maidstone ",Senior,"",22:08:02,22.1,"","",""
Kayak,Male,1981,"",1981,Civilian,26,"Walton P L & McDonald R D","Army Apprentice College Arborfield",Junior,"",22:08:37,22.1,"","",""
Kayak,Male,1981,"",1981,Civilian,27,"Podd M & Phillimore G","3rd Harlington (Berkeley) V.S.U.",Junior,Scouts,22:09:41,22.1,"","",""
Kayak,Male,1981,"",1981,Army,19,"Haslam A T & Williams J M","Royal Military Col. of Science",Senior,"",22:15:27,22.3,"","",""
Kayak,Male,1981,"",1981,Civilian,20,"Hudson K J & Bimie C D","Wokingham Scouts",Senior,Scouts,22:15:37,22.3,"","",""
Kayak,Male,1981,"",1981,Civilian,28,"Commer IP & Dawson AP","Thames Valley Police",Junior,"",22:16:57,22.3,"","",""
Kayak,Male,1981,"",1981,Civilian,21,"Jeacock S W & Becket A J","Milton Keynes ",Senior,"",22:26:31,22.4,"","",""
Kayak,Male,1981,"",1981,Civilian,29,"Greenbrook D & Jones G","Hereford District Scouts",Junior,Scouts,22:27:49,22.5,"","",""
Kayak,Male,1981,"",1981,Civilian,30,"Blackman I O & Wooster D","Marlow ",Junior,"",22:29:10,22.5,"","",""
Kayak,Male,1981,"",1981,Civilian,31,"Roberts E N & Hudson M D","Orwell K.C.",Junior,"",22:29:28,22.5,"","",""
Kayak,Male,1981,"",1981,Civilian,22,"Compton M F & Trudgeon K T","ST Austell Scouts & Endeavour ",Senior,"",22:30:18,22.5,"","",""
Kayak,Male,1981,"",1981,Civilian,23,"Craddock J & Shaw S J","Portscreek Venture Scouts",Senior,"",22:34:49,22.6,"","",""
Kayak,Male,1981,"",1981,Army,24,"Gibson I R & Wattlin J","32 G.W.Reg/RA",Senior,"",22:36:18,22.6,"","",""
Kayak,Mixed,1981,"",1981,Civilian,32,"Stretton Moira & Tressider K","Metropolitan Police",Junior,"",22:37:59,22.6,"","",""
Kayak,Male,1981,"",1981,Civilian,33,"Lund-Lack S G & Romney J L","Tonbridge W. Kent",Junior,"",22:38:54,22.6,"","",""
Kayak,Male,1981,"",1981,Civilian,25,"Amos S J & Gyurgyak P J","Exeter Scouts  & C.T. Scouts (Australia)",Senior,Scouts,22:42:00,22.7,"","",""
Kayak,Male,1981,"",1981,Civilian,26,"Summers I & Davies A","Stubbers ",Senior,"",22:48:13,22.8,"","",""
Kayak,Male,1981,"",1981,Civilian,34,"Carter M & Pate C","Devon & Cornwall Police",Junior,"",22:49:32,22.8,"","",""
Kayak,Male,1981,"",1981,Army,27,"Donohue AJ & Booth K R","29 Commando RA",Senior,"",22:51:39,22.9,"","",""
Kayak,Male,1981,"",1981,Civilian,28,"Cartwright I & Edwards P","Teign  & Exeter ",Senior,"",22:55:57,22.9,"","",""
Kayak,Male,1981,"",1981,Army,29,"Spence P & Night L","32 G.W.Reg/RA",Senior,"",23:05:47,23.1,"","",""
Kayak,Male,1981,"",1981,Army,30,"Knight C B & Ryan M","29 Commando RA",Senior,"",23:05:52,23.1,"","",""
Kayak,Mixed,1981,"",1981,Civilian,35,"Hughes Sally & Middleton G W",Perivale,Junior,"",23:12:00,23.2,"","",""
Kayak,Male,1981,"",1981,Army,31,"Browing C & Alien E M","29 Commando RA",Senior,"",23:28:52,23.5,"","",""
Kayak,Male,1981,"",1981,Navy,32,"Hill M S & Dunphy A","Royal Marines",Senior,"",23:29:10,23.5,"","",""
Kayak,Male,1981,"",1981,Army,33,"Wauters J & Wauters L","Para-Commando Belgium",Senior,Overseas,23:36:37,23.6,"","",""
Kayak,Male,1981,"",1981,Civilian,36,"Munday M & McDonald J A","Loughborough Grammar School",Junior,"",23:39:33,23.6,"","",""
Kayak,Male,1981,"",1981,Civilian,37,"Williams D A & Davies G R","Ellesmere College F.",Junior,"",23:41:02,23.7,"","",""
Kayak,Male,1981,"",1981,Civilian,34,"Rose T J & Rutherford P","Peers School",Senior,"",23:42:17,23.7,"","",""
Kayak,Male,1981,"",1981,Civilian,38,"Budd P & Hargreaves D","Devon & Cornwall Police",Junior,"",23:44:02,23.7,"","",""
Kayak,Male,1981,"",1981,Civilian,35,"Tipler G C & Guest R W","RAF CA & Lincoln ",Senior,"",23:52:58,23.9,"","",""
Kayak,Male,1981,"",1981,Civilian,39,"Tripp S M & Dunkley P A","Thames Valley Police",Junior,"",23:59:58,24.0,"","",""
Kayak,Male,1981,"",1981,Navy,36,"Smith A & Needham K A","Royal Marines",Senior,"",24:01:00,24.0,"","",""
Kayak,Male,1981,"",1981,Army,37,"Baggaley R C & Butcher D L","32 G.W.Reg/RA",Senior,"",24:17:05,24.3,"","",""
Kayak,Male,1981,"",1981,Civilian,38,"Anderson P G & Dixon G K","Meridian ",Senior,"",24:17:39,24.3,"","",""
Kayak,Male,1981,"",1981,Civilian,39,"Stagg Richard V & Fletcher N","Nottingham University",Senior,University,24:20:38,24.3,"","",""
Kayak,Male,1981,"",1981,Civilian,40,"Marks M J & Sitton H T","Infantry Junior Leaders Bn.",Junior,"",24:26:00,24.4,"","",""
Kayak,Male,1981,"",1981,Army,40,"Keeling P & Rylance R","25 Field Regt. R.A.",Senior,"",24:47:30,24.8,"","",""
Kayak,Male,1981,"",1981,Civilian,41,"Hawksworth K & Poulsom C","Devon & Cornwall Police",Junior,"",24:52:40,24.9,"","",""
Kayak,Male,1981,"",1981,Civilian,42,"White CD & Burrage M A","Infantry Junior Leaders Bn.",Junior,"",24:53:32,24.9,"","",""
Kayak,Male,1981,"",1981,Civilian,43,"Etches R M & Gale G M","Infantry Junior Leaders Bn.",Junior,"",24:56:37,24.9,"","",""
Kayak,Male,1981,"",1981,Army,41,"Young SJ & Abson R S","Royal Military Col. of Science",Senior,"",24:59:12,25.0,"","",""
Kayak,Male,1981,"",1981,Civilian,42,"Cattermole J D & Sinclair P J","1st Lewes Venture Scouts",Senior,Scouts,25:06:48,25.1,"","",""
Kayak,Male,1981,"",1981,Navy,43,"Baker DA & McArthur J C","HMS Daedalus RNKA",Senior,"",25:23:01,25.4,Navy,"",""
Kayak,Male,1981,"",1981,Army,44,"Thompson A B & Mills W J","32 G.W.Reg/RA",Senior,"",25:23:36,25.4,"","",""
Kayak,Male,1981,"",1981,Civilian,45,"Stead M J & Curtis R",Independent,Senior,"",25:25:41,25.4,"","",""
Kayak,Male,1981,"",1981,Civilian,44,"Hinds S & Bonham M","Aylesbury ",Junior,"",25:37:09,25.6,"","",""
Kayak,Male,1981,"",1981,Civilian,46,"Lawton CD & Coslett T","Wey ",Senior,"",25:40:57,25.7,"","",""
Kayak,Male,1981,"",1981,Civilian,47,"Turner K J & Finch MJ","Oxford University ",Senior,University,25:48:54,25.8,"","",""
Kayak,Male,1981,"",1981,Civilian,48,"Chick S J & Pledger R J","Selsey Sea Scouts",Senior,Scouts,25:51:45,25.9,"","",""
Kayak,Male,1981,"",1981,Civilian,49,"Peacock L & Whitmill R","London Cen. L V.LO. & Richmond ",Senior,"",25:54:39,25.9,"","",""
Kayak,Male,1981,"",1981,Civilian,45,"Bradley I & Dexter C","HMS Fisgard",Junior,"",26:05:16,26.1,"","",""
Kayak,Male,1981,"",1981,Civilian,50,"Catchlove R A F & Dolezal W","Maidstone ",Senior,"",26:11:45,26.2,"","",""
Kayak,Male,1981,"",1981,Civilian,46,"Plant S & Price C","HMS Fisgard",Junior,"",26:12:20,26.2,"","",""
Kayak,Male,1981,"",1981,Civilian,51,"Hellawell D & Derwin S","River Tees Canoe Assoc",Senior,"",26:21:12,26.4,"","",""
Kayak,Ladies,1981,"",1981,Civilian,52,"Templeton Susan & Purkiss Rosemary","Itchen Valley  & Hampshire Association",Senior,"",26:33:20,26.6,Ladies,"",""
Kayak,Male,1981,"",1981,Navy,53,"Reece M & Finney G","Royal Marines",Senior,"",26:46:18,26.8,"","",""
Kayak,Male,1981,"",1981,Civilian,47,"O'Donovan A R & Farmer S L","Downside School",Junior,"",26:54:04,26.9,"","",""
Kayak,Male,1981,"",1981,Civilian,48,"Cheah S & Miller J","Meridian ",Junior,"",26:59:42,27.0,"","",""
Kayak,Male,1981,"",1981,Civilian,49,"Tilley EJ & Salisbury J","Dauntsey's School",Junior,"",27:08:14,27.1,"","",""
Kayak,Male,1981,"",1981,Civilian,54,"Hicks G J F & Hoyle D M","Westel ",Senior,"",27:51:10,27.9,"","",""
Kayak,Ladies,1981,"",1981,Civilian,51,"Berry Debra & Ireson Kay",Stubbers,Junior,"",28:43:36,28.7,Ladies,"",""
Kayak,Male,1981,"",1981,Civilian,50,"Evans DP & Tucker P","Woodlands School",Junior,"",28:47:26,28.8,"","",""
Kayak,Male,1981,"",1981,Civilian,55,"Aldam I D & Middleton W","Newham ",Senior,"",29:53:57,29.9,"","",""
Kayak,Ladies,1981,"",1981,Civilian,56,"Booth Ann-Marie & Ledger Jo",Independent,Senior,Veteran,30:23:00,30.4,Veteran,"",""
Kayak,Male,1981,"",1981,Army,57,"Wilton J de & Chanter C","Royal Military Col. of Science",Senior,"",31:13:10,31.2,"","",""
Kayak,Male,1981,"",1981,Army,58,"Hall M & Saville J R","Royal Military Col. of Science",Senior,"",31:24:21,31.4,"","",""
Canadian,Male,1981,"",1981,Civilian,0,"Basset & C1 Single","Chairman of US Canoe Association",Senior,"",31:36:29,31.6,"","","Unofficial C1 - timed with 4 day Juniors"
Kayak,Male,1981,"",1981,Civilian,59,"Goldsmith D A & Neate P W",Independent,Senior,"",31:36:41,31.6,"","",""
Kayak,Male,1981,"",1981,Civilian,60,"Jones H W & Mann D","Port of Plymouth C A",Senior,"",32:02:58,32.0,"","",""
Kayak,Male,1981,"",1981,Army,61,"Hughes S & Bradbury K","25 Field Regt. R.A.",Senior,"",32:37:37,32.6,"","",""
Kayak,Male,1981,"",1981,Army,62,"Dryburgh F C & Neal J","25 Field Regt. R.A.",Senior,"",32:54:02,32.9,"","",""
Kayak,Ladies,1981,"",1981,Civilian,63,"Lambert Sharon & Skinner Sheila",Independent,Senior,"",33:55:14,33.9,"","",""
Kayak,Male,1981,"",1981,Civilian,64,"Ranee S D & Ranee B A","2nd Fareham Vent. Scouts",Senior,Scouts,34:36:22,34.6,"","",""
Kayak,Male,1981,"",1981,Civilian,65,"Ogbum W D & Edyvean N J",Independent,Senior,"",34:45:56,34.7,"","",""
Kayak,Male,1981,"",1981,Civilian,66,"Pettitt B T & Todman A J","University of E. Anglia ",Senior,University,34:50:04,34.8,"","",""
Kayak,Male,1981,"",1981,Civilian,67,"Spice K P & Pryor M T","Bewl Bridge",Senior,"",34:57:40,35.0,"","",""
Kayak,Male,1981,"",1981,Civilian,68,"Oliver K J & Pickering J","Mullard's and Old Edwardians R.C.",Senior,"",34:58:13,35.0,"","",""
Kayak,Mixed,1981,"",1981,Civilian,69,"Stevenson F R & Stevenson Janine","Westel ",Senior,"",35:21:23,35.3,"","",""
Kayak,Male,1981,"",1981,Civilian,70,"Feldmanis E & Foxtey I",RNCS,Senior,"",35:28:42,35.5,"","",""
Kayak,Male,1981,"",1981,Civilian,71,"Mortey J P & Cook S K","1st Woodley Venture Scouts",Senior,Scouts,35:34:07,35.6,"","",""
Kayak,Male,1981,"",1981,Civilian,72,"Nightingale D P & Unfell R",Independent,Senior,"",35:34:53,35.6,"","",""
Kayak,Male,1981,"",1981,Civilian,73,"Aplin S G & Aplin B E","University of Loughborough",Senior,University,35:38:03,35.6,"","",""
Kayak,Male,1981,"",1981,Army,74,"Luke T & Walton A","Junior Soldier's Battalion",Senior,"",35:38:43,35.6,"","",""
Kayak,Male,1981,"",1981,Civilian,75,"HoItingshead MJ & Williams P M",Independent,Senior,"",35:39:37,35.6,"","",""
Kayak,Male,1981,"",1981,Civilian,76,"Hope D J & Barnes C",Independent,Senior,"",35:40:07,35.7,"","",""
Kayak,Male,1981,"",1981,Civilian,77,"Jenner R & Johnson P","Independent (Royal Oak)",Senior,"",35:43:09,35.7,"","",""
Kayak,Male,1981,"",1981,Civilian,78,"Berrill M & Wilkinson A","Military Works Force",Senior,"",35:53:44,35.9,"","",""
Kayak,Male,1981,"",1981,Civilian,79,"Galloway R & Howard G","Military Works Force",Senior,"",36:07:33,36.1,"","",""
Kayak,Male,1981,"",1981,Civilian,80,"Wray M & Wilks D G","Military Works Force",Senior,"",36:18:47,36.3,"","",""
Kayak,Male,1981,"",1981,Army,81,"Breeze P M & MacFarlane R","6 Fd. Force Ordnance Coy.",Senior,"",36:27:45,36.5,"","",""
Canadian,Male,1981,"",1981,Civilian,82,"Porte J & Ashby B","Y.M.C A, Corning, New York",Senior,Overseas,36:31:54,36.5,Canadian,"",""
Kayak,Male,1981,"",1981,Civilian,83,"Wills M T & Stead R F","2nd Fareham Vent. Scouts",Senior,Scouts,36:34:44,36.6,"","",""
Kayak,Male,1981,"",1981,Civilian,84,"Speed G C & Kelly M J","Independent (Royal Oak)",Senior,"",36:38:19,36.6,"","",""
Kayak,Male,1981,"",1981,Civilian,85,"Corbett A & Lovely W","Royal Oak Windsor",Senior,"",36:44:04,36.7,"","",""
Kayak,Male,1981,"",1981,Army,86,"Longworth S J & Laycock M","1st. Green Howards & 1st Green Howards",Senior,"",36:48:01,36.8,"","",""
Kayak,Male,1981,"",1981,Civilian,87,"Jones A1 & Bell M","6th Rickmansworth Scout Leaders",Senior,Scouts,36:52:01,36.9,"","",""
Kayak,Male,1981,"",1981,Civilian,88,"Fallows A J & Fallows R M","Isle of Wight ",Senior,"",37:04:09,37.1,"","",""
Kayak,Male,1981,"",1981,Civilian,89,"Dilworth M R & Hobbs C E","Crawley West Venture Scouts",Senior,Scouts,37:39:07,37.6,"","",""
Kayak,Male,1981,"",1981,Civilian,90,"Roberts N & Carter M","Rushmoor Lifeguards",Senior,"",38:01:00,38.0,"","",""
Kayak,Male,1981,"",1981,Civilian,91,"Catlin Ngaire & Catlin B",Telford,Senior,"",49:02:38,49.0,"","",""
Kayak,Male,1981,"",1981,Civilian,92,"Mudge G R & Nicholl A J",Independent,Senior,"",55:03:43,55.0,"","",""
Kayak,Male,1981,"",1981,Army,93,"Greene R M & Bartzsch P G","6 Fd. Force Ordnance Coy.",Senior,"",58:35:35,58.6,"","",""
Kayak,Male,1981,"",1981,Army,94,"Crawford A & Johnson A","6 Fd. force Ordnance Coy.",Senior,"",59:10:56,59.2,"","",""
Kayak,Male,1981,"",1981,Civilian,95,"Mortimore A N & Russell D A",Independent,Senior,"",59:16:24,59.3,"","",""
Kayak,Mixed,1981,"",1981,Navy,96,"Lane J M & Lane Miranda","Royal Navy",Senior,"",59:29:15,59.5,"","",""
Kayak,Male,1982,"",1982,Civilian,1,"Wells Mike J & Matthews T R","Richmond & Royal Marines",Junior,"",15:37:02,15.6,"","",""
Kayak,Male,1982,"",1982,Civilian,1,"Kinch R & Belcher R J","Reading and Leighton Park ",Senior,"",16:09:49,16.1,Civilian,"",""
Kayak,Male,1982,"",1982,Civilian,2,"Howell-Jones R & Loughrey D","Leighton Park School",Junior,"",16:10:27,16.2,Civilian,"",""
Kayak,Male,1982,"",1982,Civilian,3,"Ward R & Dawson A","Preston Brook ",Junior,"",16:13:09,16.2,"","",""
Kayak,Male,1982,"",1982,Civilian,2,"Freeman N & Freeman R A","Metropolitan Police",Senior,Police,16:33:01,16.6,"",Police,""
Kayak,Male,1982,"",1982,Civilian,3,"Roseling J & Watson P C","Bradford on Avon",Senior,"",16:37:01,16.6,"","",""
Kayak,Male,1982,"",1982,Civilian,4,"Thorogood R G & Bennett A J","Stubbers ",Senior,"",16:55:40,16.9,"","",""
Kayak,Male,1982,"",1982,Civilian,5,"O'Donovan J & O'Donovan D","",Senior,"",17:09:12,17.1,"","",""
Kayak,Male,1982,"",1982,Civilian,4,"Blackman I O & Barden P","Marlow and Chelmsford",Junior,"",17:28:14,17.5,"","",""
Kayak,Male,1982,"",1982,Army,6,"Wood T & Heath A","Royal Engineers",Senior,"",17:33:12,17.6,Services,"",""
Kayak,Male,1982,"",1982,Army,7,"Andrews D E & Howie D","21 (Artists)",Senior,"",17:44:10,17.7,"","",""
Kayak,Male,1982,"",1982,Civilian,5,"Kendall T & Cole W","Leighton Park School",Junior,"",17:57:32,18.0,"Home Built","Youngest Crew at 14 & 15","Claimed to be Youngest Junior Crew at 14 & 15"
Kayak,Male,1982,"",1982,Civilian,6,"Bradley P & Challacombe S N","Warren ",Junior,"",17:58:11,18.0,"","",""
Kayak,Male,1982,"",1982,Civilian,7,"Mannering N & Tuckwood L","Metropolitan Police",Junior,Police,17:59:34,18.0,Police,"",""
Kayak,Male,1982,"",1982,Civilian,9,"Force R & Stoodley C","Metropolitan Police",Junior,"",18:36:34,18.6,"","",""
Kayak,Male,1982,"",1982,Civilian,10,"Newey C & Topham Nik J","Warren ",Junior,"",18:36:40,18.6,"","",""
Kayak,Male,1982,"",1982,Civilian,8,"Vincent R J & Beaver T E","78th Leicester V Scouts",Senior,Scouts,18:43:44,18.7,Scouts,"",""
Kayak,Male,1982,"",1982,Civilian,11,"Wright P W J & Morris A P","Harlow Outdoor Pursuits",Junior,"",18:45:00,18.8,"","",""
Kayak,Male,1982,"",1982,Civilian,12,"Gilkes S R & Humphries P J","Thames Valley Police",Junior,"",18:45:38,18.8,"","",""
Kayak,Male,1982,"",1982,Civilian,8,"Moore P & Pearson C","Bryanston School",Junior,"",18:51:31,18.9,"","",""
Kayak,Male,1982,"",1982,Civilian,9,"Craddock J & Peters C N","Portscreek Venture Scouts",Senior,"",19:04:31,19.1,"","",""
Kayak,Male,1982,"",1982,Civilian,13,"Jackson S & Lett R","Metropolitan Police",Junior,"",19:09:50,19.1,"","",""
Kayak,Male,1982,"",1982,Civilian,14,"Motto T A & Chapman M D","Thames Valley Police",Junior,"",19:12:13,19.2,"","",""
Kayak,Male,1982,"",1982,Civilian,10,"Kraaijenga Jaap & Huizing E","Alskv Levitas, Netherlands",Senior,Overseas,19:22:21,19.4,"","",""
Kayak,Male,1982,"",1982,Army,11,"Knight L & Spence P","32 G.W.Reg/RA",Senior,"",19:23:23,19.4,"","",""
Kayak,Male,1982,"",1982,Civilian,12,"Dews C & Mannering David Robert","Metropolitan Police",Senior,Police,19:29:42,19.5,"","",""
Kayak,Male,1982,"",1982,Civilian,13,"Gillman C R & Little R J","Totness ",Senior,"",19:30:21,19.5,"","",""
Kayak,Male,1982,"",1982,Army,14,"Gardiner M P & Gregory R M","21 (Artists)",Senior,Reserve,19:31:07,19.5,Reserve,"",""
Kayak,Male,1982,"",1982,Civilian,15,"Wibrew M & Richardson D J","Gillingham ",Senior,"",19:45:32,19.8,"","",""
Kayak,Male,1982,"",1982,Civilian,16,"Bayliss A & Crow A I","Ellsmere College F.",Senior,"",19:45:43,19.8,"","",""
Kayak,Mixed,1982,"",1982,Civilian,17,"Oliver G W & Nadal Kathleen","Nottingham ",Senior,"",19:48:16,19.8,"Mixed,Home Built","",""
Kayak,Male,1982,"",1982,Army,18,"Barkes CJ & Starling J A","Royal Military Col. of Science",Senior,"",19:49:01,19.8,"","",""
Kayak,Male,1982,"",1982,Civilian,19,"Birnie C D & Hudson K J","Wokingham Scouts",Senior,Scouts,19:53:48,19.9,"","",""
Kayak,Male,1982,"",1982,Civilian,20,"Gurr G & Bragg A","Stubbers ",Senior,"",19:54:08,19.9,"","",""
Kayak,Male,1982,"",1982,Civilian,21,"Harvey C R & Stilling J R","Liverpool University",Senior,University,19:55:26,19.9,"","",""
Kayak,Male,1982,"",1982,Civilian,15,"Kings A N & Tripp S M","Thames Valley Police",Junior,"",20:06:01,20.1,"","",""
Kayak,Male,1982,"",1982,Civilian,16,"Tanner L & Dodd M","Army Apprentices College, Chepstow",Junior,"",20:10:53,20.2,"","",""
Kayak,Male,1982,"",1982,Civilian,17,"Palmer P & Palmer S","Harlow K.C.",Junior,"",20:11:10,20.2,"","",""
Kayak,Male,1982,"",1982,Civilian,18,"Bushell R D & Berry I F",Stubbers,Junior,"",20:19:07,20.3,"","",""
Kayak,Male,1982,"",1982,Army,22,"Musgrove C & Clews M","Royal Military Col. of Science",Senior,"",20:19:42,20.3,"","",""
Kayak,Male,1982,"",1982,Civilian,19,"Davies P M & Hine K S","Thames Valley Police",Junior,"",20:21:50,20.4,"","",""
Kayak,Male,1982,"",1982,Army,23,"Hayes Des & Last N","21 (Artists)",Senior,Reserve,20:25:25,20.4,"","",""
Kayak,Male,1982,"",1982,Navy,24,"Smith S L & Kimbrey J M","Royal Marines",Senior,"",20:29:47,20.5,"","",""
Kayak,Male,1982,"",1982,Civilian,20,"Plimmer C D & Jarvis P H","Forton Duchy V.S.U. and ",Junior,Scouts,20:32:47,20.5,Scouts,"",""
Kayak,Male,1982,"",1982,Civilian,25,"Brady P & Hal A","Harlow Outdoor Pursuits",Senior,"",20:38:00,20.6,"","",""
Kayak,Male,1982,"",1982,Army,26,"Gibson I R & Watling J","32 G.W.Reg/RA",Senior,"",20:40:07,20.7,"","",""
Kayak,Mixed,1982,"",1982,Civilian,27,"Purkiss Rosemary & Frtchet A","Poole Harbour ",Senior,"",20:44:20,20.7,"","",""
Kayak,Male,1982,"",1982,Civilian,28,"Adtem P & Bailey I","Newbury ",Senior,"",20:46:43,20.8,"","",""
Kayak,Male,1982,"",1982,Army,29,"Oliver P A & Perfect R W J","Royal Engineers",Senior,"",20:47:40,20.8,"","",""
Kayak,Male,1982,"",1982,Army,30,"Baggaley R C & Chaloner N S","32 G.W.Reg/RA",Senior,"",20:55:53,20.9,"","",""
Kayak,Male,1982,"",1982,Civilian,25,"Hinds S & Bonham M","Aylesbury ",Junior,"",21.:59:32,22.0,"","",""
Canadian,Male,1982,"",1982,Civilian,31,"Hecker N & Drake R","New york CRA/US CA",Senior,Overseas,21:00:57,21.0,Canadian,"",""
Kayak,Male,1982,"",1982,Civilian,32,"O'Neill B & Macdonald A M","Liverpool University",Senior,University,21:02:22,21.0,"","",""
Kayak,Ladies,1982,"",1982,Civilian,21,"Bates Sally & Jones Angela","Thames Valley Police",Junior,"",21:07:44,21.1,Ladies,"",""
Kayak,Male,1982,"",1982,Civilian,33,"Catchlove R A F & Elliott R N","Gillingham ",Senior,"",21:08:41,21.1,"","",""
Kayak,Ladies,1982,"",1982,Civilian,22,"Rzezniczee Nicola & Rampton Tracy","Thames Valley Police",Junior,"",21:15:12,21.3,"","",""
Kayak,Male,1982,"",1982,Civilian,34,"Gammage V G & Williams G","Hereford ",Senior,"",21:15:51,21.3,"","",""
Kayak,Male,1982,"",1982,Civilian,35,"Van Zeben Jende & Van L Campagne M M","Alskv Levitas, Netherlands",Senior,Overseas,21:21:56,21.4,"","",""
Kayak,Male,1982,"",1982,Civilian,23,"Hodgson C G & Tye C J","Terranova Scouts",Junior,"",21:28:04,21.5,"","",""
Kayak,Male,1982,"",1982,Civilian,36,"Newton C T & North W J","Stubbers ",Senior,"",21:35:00,21.6,Lee,"",""
Kayak,Male,1982,"",1982,Army,37,"Stein J W & Walker S W","Royal Engineers",Senior,"",21:37:57,21.6,"","",""
Kayak,Male,1982,"",1982,Navy,38,"Pearson J & Bevan I","Royal Marines",Senior,"",21:38:31,21.6,"","",""
Kayak,Mixed,1982,"",1982,Civilian,24,"Colbum P A & Bishop Linda","Hereford ",Junior,"",21:38:59,21.6,"","",""
Kayak,Male,1982,"",1982,Army,39,"Wauters J & Wauters L","Para-Commando Belgium",Senior,Overseas,21:48:14,21.8,"","",""
Kayak,Male,1982,"",1982,Army,40,"Smith S & Temple S A","28 A. E. Regt.",Senior,"",21:51:59,21.9,"","",""
Kayak,Male,1982,"",1982,Civilian,41,"Dixon G K & Wates W P","R.Mansell & Co.Ltd.",Senior,"",22:02:38,22.0,"","",""
Kayak,Male,1982,"",1982,Civilian,26,"Makinson I & Hughes G","Junior Leaders Regt R.E.",Junior,"",22:06:55,22.1,"","",""
