,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
2012 - Tripp Gordon,2012,1,0,0,0,0,0,0,0,0,28.1
2012 - Turner Tristram,2012,1,0,0,3.55,0,0,0,0,0,0
2012 - Tye Jonathan & West Stuart,2012,2,0,2.07,2.82,0,0,0,0,0,0
2012 - Van Tuyl Alex,2012,1,0,2.35,0,0,0,0,0,0,0
2012 - Vater-Lambert Adele & Vater Amber,2012,5,0,3.3,4.6,7.27,36.28,0,0,0,0
2012 - Wallace Andrew,2012,5,0,3.8,5.07,7.7,0,0,0,0,24.73
2012 - Warburton Mark,2012,1,0,0,0,0,0,0,0,0,30.17
2012 - Ward Oscar & Waters William,2012,5,0,2.92,3.98,6.22,0,20.68,0,0,0
2012 - Waters Caroline & Waters Haydn,2012,1,0,0,0,0,0,0,26.3,0,0
2012 - Waters Lee J & White Jonathan,2012,1,0,0,0,0,36.62,0,0,0,0
2012 - Waters ? & White ?,2012,2,0,0,5.75,7.45,0,0,0,0,0
2012 - Watson Jean,2012,2,0,0,3.93,0,0,0,0,0,20.72
2012 - Watson John,2012,1,0,0,0,0,0,0,0,0,30.1
2012 - Willis Stephen,2012,4,0,2.53,3.38,5.57,0,0,0,0,0
2012 - Winslade Glenn,2012,1,0,3.25,0,0,0,0,0,0,0
2012 - Wong Oscar & Yim Duncan,2012,5,0,3.32,4.5,6.73,0,24.25,0,0,0
2012 - Young Josh,2012,4,0,2.7,3.45,5.28,0,0,0,0,0
2012 - Zarencki Mateusz,2012,1,0,2.8,0,0,0,0,0,0,0
2012 - & Goodacre Spv. Ross,2012,1,0,3.3,0,0,0,0,0,0,0
2012 - & Smith Mjr. Matt,2012,1,0,3.62,0,0,0,0,0,0,0
2013 - Abbey Alan & Cane Debbie,2013,1,0,2.97,0,0,0,0,0,0,0
2013 - Abraham A & Illett Rob,2013,2,0,2.62,3.78,0,0,0,0,0,0
2013 - Abraham Alex,2013,1,2.25,0,0,0,0,0,0,0,0
2013 - Abson Will & Gavin Chris,2013,1,0,2.57,0,0,0,0,0,0,0
2013 - Adams Emma & Alexander Sophie,2013,1,3.32,0,0,0,0,0,0,0,0
2013 - Adams Emma & Wigglesworth Byron,2013,1,0,0,0,0,0,24.92,0,0,0
2013 - Agnew Gemma & Murphy Alva,2013,1,0,0,0,0,0,28.77,0,0,0
2013 - Agnew Genna & Murphy Alva,2013,1,0,0,6.12,0,0,0,0,0,0
2013 - Aitken John & Lynch Kevin,2013,1,0,0,5.98,0,0,0,0,0,0
2013 - Akerman George & New Bryn,2013,3,2.42,0,4.25,0,0,19.67,0,0,0
2013 - Alden William & Glover Sam,2013,1,2.22,0,0,0,0,0,0,0,0
2013 - Aldridge Keith & Johnson Gary,2013,2,0,0,0,7.22,24.97,0,0,0,0
2013 - Aldridge Nicholas & Caisley Joe,2013,3,2.27,2.78,4.05,0,0,0,0,0,0
2013 - Alexander Steve & Dunn Andrew,2013,1,0,4.82,0,0,0,0,0,0,0
2013 - Allen James & Barnicoat George,2013,6,1.65,2.13,2.98,4.73,0,15.2,0,0,0
2013 - Allinson Patrick & Blatchly Mark,2013,1,2.13,0,0,0,0,0,0,0,0
2013 - Allix Christopher,2013,1,0,0,0,0,0,0,0,0,27.88
2013 - Anstee Amy & Hampden-Smith Olivia,2013,3,0,0,5.72,9,0,27.33,0,0,0
2013 - Appleby Paul & Seward Dave,2013,2,2.13,2.82,0,0,0,0,0,0,0
2013 - Armstrong Spencer & Gingell Calum,2013,3,2.33,3.03,4.52,0,0,0,0,0,0
2013 - Ashley Ben & Stewart Will,2013,3,2.7,0,5.03,7.65,0,0,0,0,0
2013 - Ashley Ben & Stewart William,2013,1,0,0,0,0,0,25.27,0,0,0
2013 - Ashley Jean & Blakeborough Adele,2013,1,0,0,0,0,22.32,0,0,0,0
2013 - Asiedu Kingsley & Bird Lewis,2013,2,2.3,3.32,0,0,0,0,0,0,0
2013 - Asiedy Kinsley & Henderson Josh,2013,1,0,0,0,6.73,0,0,0,0,0
2013 - Asser James,2013,6,2.25,2.93,4.08,6.73,0,0,0,0,20.72
2013 - Austin James & Ziegler Micahel,2013,1,0,0,0,0,0,0,24.67,0,0
2013 - Austin James & Ziegler Michael,2013,1,0,0,0,8.15,0,0,0,0,0
2013 - Bache David & Shakesheff Kevin,2013,1,0,0,0,0,26.68,0,0,0,0
2013 - Backhouse David & Blears Mark,2013,6,3.12,3.58,4.88,7.28,0,0,0,0,0
2013 - Bage Phoebe & Beaumont Georgia,2013,2,2.95,3.55,0,0,0,0,0,0,0
2013 - Bagge Phoebe & Beaumont Georgia,2013,1,0,0,5.58,0,0,0,0,0,0
2013 - Bagley Oliver & Kerr Cameron,2013,1,0,0,0,0,0,21.35,0,0,0
2013 - Bagley Olly & Kerr Cameron,2013,1,0,0,4.43,0,0,0,0,0,0
2013 - Bagshaw Steven & Wilkinson Emma,2013,1,2.27,0,0,0,0,0,0,0,0
2013 - Bailey Henry & Lay Chris,2013,1,2.33,0,0,0,0,0,0,0,0
2013 - Baines Mark & James Ben,2013,1,3.55,0,0,0,0,0,0,0,0
2013 - Baker Larry & Firmin Simon,2013,1,0,0,4.8,0,0,0,0,0,0
2013 - Baker Paul & Clarke Pete,2013,1,0,0,3.97,0,0,0,0,0,0
2013 - Baker Steve & Broughton Lizzie,2013,6,1.7,2.2,3.15,4.67,18.77,0,0,0,0
2013 - Ball Mark & Sinett-Jones Polly,2013,5,2.15,2.77,3.88,6.4,0,0,0,0,0
2013 - Ball Mark & Sinnett-Jones Polly,2013,1,0,0,0,0,22.65,0,0,0,0
2013 - Balls Daniel,2013,5,2.18,2.73,3.98,6.02,0,0,0,0,0
2013 - Barker Stuart & Dwyer Brennan,2013,1,0,0,0,0,38.07,0,0,0,0
2013 - Barlow Liz & Corso Jill,2013,1,0,0,0,0,26.07,0,0,0,0
2013 - Barnard Tom & White Lyndon,2013,6,2.85,3.57,5.1,7.6,0,0,24.93,0,0
2013 - Barnett-Salter Tom & Monk David,2013,1,0,0,0,0,0,0,26.82,0,0
2013 - Barnett Anna & Solway Andrew,2013,1,2.6,0,0,0,0,0,0,0,0
2013 - Bate Richard,2013,1,0,0,5.92,0,0,0,0,0,0
2013 - Bate Richard & Wallace Andrew,2013,2,0,0,0,8.17,37.47,0,0,0,0
2013 - Bateman Warren & Laban Howard,2013,1,0,0,0,0,27.75,0,0,0,0
2013 - Battison Gail,2013,4,2.55,3.3,4.5,0,0,0,0,0,22.32
2013 - Baylis Clive,2013,2,2.65,3.62,0,0,0,0,0,0,0
2013 - Beadle Grace & Mannsaka Shun,2013,1,0,0,6.05,0,0,0,0,0,0
2013 - Beckerleg X & Moss Y,2013,2,2.8,3.57,0,0,0,0,0,0,0
2013 - Beechey Daniel & El-Batal Nicholas,2013,2,0,0,5.1,7.55,0,0,0,0,0
2013 - Beesley Christopher & Stewart Tristan,2013,1,0,0,0,0,27.5,0,0,0,0
2013 - Bekker Meintjes & Simmonds Gerard,2013,6,2.32,2.95,4.12,6.33,24.85,0,0,0,0
2013 - Belbin Dave & Carter Chris,2013,2,2,2.53,0,0,0,0,0,0,0
2013 - Belbin Rob & Crankshaw Mike,2013,1,0,0,0,0,27.13,0,0,0,0
2013 - Bell Stuart & Waters Dan,2013,3,0,0,3.8,6.03,22.7,0,0,0,0
2013 - Bennett Barney & Mayes Hugo,2013,3,0,0,5.78,8.12,0,23.77,0,0,0
2013 - Bennett Peter & Bennett Rachel,2013,1,0,3.45,0,0,0,0,0,0,0
2013 - Berchtold Oliver,2013,2,0,0,4.37,0,0,0,0,0,20.45
2013 - Berning Elliot & Winchcombe David,2013,5,2.43,3.43,4.6,6.95,0,0,0,0,0
2013 - Berning Elliott & Winchcombe David,2013,1,0,0,0,0,0,20.92,0,0,0
2013 - Best Delia & Weston Claire,2013,1,0,0,5.02,0,0,0,0,0,0
2013 - Beunton Andy & Watson Richard,2013,1,0,3.83,0,0,0,0,0,0,0
2013 - Biggs Ed & Legge James,2013,2,0,0,4,5.98,0,0,0,0,0
2013 - Biggs Edward & Heseltine-Carp William,2013,1,2.23,0,0,0,0,0,0,0,0
2013 - Biggs Edward & Legge James,2013,1,0,0,0,0,0,19.4,0,0,0
2013 - Billsberry Brian & Sutherland Robert,2013,3,0,3.9,5.78,8.28,0,0,0,0,0
2013 - Bird Jon,2013,1,0,2.43,0,0,0,0,0,0,0
2013 - Bird Jon & Parker John,2013,1,0,0,3.15,0,0,0,0,0,0
2013 - Bird Lewis & Smith Dan,2013,2,0,0,0,6.3,22.9,0,0,0,0
2013 - Bird William & Kirschsten Sam,2013,1,1.8,0,0,0,0,0,0,0,0
2013 - Bishop Charlotte & Lain Alexander,2013,1,0,0,0,0,0,28.35,0,0,0
2013 - Blackburn Kieron & Willis Sam,2013,2,0,2.73,0,6.12,0,0,0,0,0
2013 - Blackman Isaac & Scheske Frederick,2013,1,0,0,0,0,0,17.65,0,0,0
2013 - Blackman Isaac & Scheske Frederik,2013,2,2,0,3.5,0,0,0,0,0,0
2013 - Blackman Issac,2013,1,0,2.72,0,0,0,0,0,0,0
2013 - Blears Mark & Moss Derek,2013,1,0,0,0,0,24.83,0,0,0,0
2013 - Blewitt Alice,2013,3,2.8,0,5.2,0,0,0,0,0,24.02
2013 - Block Stuart & Warner Hannah,2013,2,3.05,3.43,0,0,0,0,0,0,0
2013 - Bloomer Alex & Jackson Josephine,2013,2,0,0,5.23,7.42,0,0,0,0,0
2013 - Bloomer Alexandra & Jackson Josephine,2013,1,0,0,0,0,0,23.5,0,0,0
2013 - Blow David & Foy Anthony,2013,1,0,0,0,0,24.75,0,0,0,0
2013 - Bohn Roland,2013,3,2.38,0,0,6.68,0,0,0,0,21.18
2013 - Booth Graham & Hennis Sandy,2013,2,0,3.35,4.4,0,0,0,0,0,0
2013 - Booth Graham & Marley Sandra,2013,1,2.95,0,0,0,0,0,0,0,0
2013 - Booty Graham & Buchanan Jonathan,2013,1,0,0,4.63,0,0,0,0,0,0
2013 - Boswell Alex & Coulton Guy,2013,3,0,0,4.43,6.72,0,21.65,0,0,0
2013 - Bott Mike & Clark Adrian,2013,6,2.87,3.58,5,7.92,26.47,0,0,0,0
2013 - Bourne Ed & Tabor Zack,2013,1,0,0,4.42,0,0,0,0,0,0
2013 - Bourne Edward & Tabor Zachary,2013,1,0,0,0,0,0,20.53,0,0,0
2013 - Bowditch Ian & Wyndham-Smith Jane,2013,4,2.22,2.87,4.12,0,21.85,0,0,0,0
2013 - Bownes George & Jones Andy,2013,1,0,0,0,0,28.65,0,0,0,0
2013 - Boyle Clem & Hancocks Ollie,2013,2,0,0,4.48,6.75,0,0,0,0,0
2013 - Boyle Clem & Hancox Ollie,2013,1,2.48,0,0,0,0,0,0,0,0
2013 - Boyle Clementine & Hancox Oliver,2013,1,0,0,0,0,0,20.68,0,0,0
2013 - Braithwaite Shuna & Burbeck Kat,2013,1,0,0,3.48,0,0,0,0,0,0
2013 - Braithwaite Shuna & Burbeck Katherine,2013,1,0,0,0,0,19.12,0,0,0,0
2013 - Branch Richard & Murrison Sophia,2013,1,0,0,0,0,0,20.53,0,0,0
2013 - Branch Richard & Murrison Sophie,2013,1,0,0,4.6,0,0,0,0,0,0
2013 - Breen Gus & Turnell-Ritson Leo,2013,4,1.98,0,3.38,5.67,0,16.93,0,0,0
2013 - Breen Gus & Waters Will,2013,1,0,2.82,0,0,0,0,0,0,0
2013 - Bridge Steve & Rayner Simon,2013,2,0,0,4.68,0,25.3,0,0,0,0
2013 - Briggs Roy & Weston Helen,2013,1,0,3.55,0,0,0,0,0,0,0
2013 - Britnel Neal,2013,1,2.13,0,0,0,0,0,0,0,0
2013 - Brown Ben & Martius Viet,2013,1,3.03,0,0,0,0,0,0,0,0
2013 - Brown Dan & Rooks Rob,2013,3,2.18,2.73,4.07,0,0,0,0,0,0
2013 - Brown Stephen & Yates Paul,2013,3,0,0,4.98,6.8,23.4,0,0,0,0
2013 - Browne George & Green John,2013,5,2.97,3.88,5.77,8.27,0,0,0,0,0
2013 - Browning Julian & Graham-Rack Henry,2013,2,0,0,4.62,0,0,21.03,0,0,0
2013 - Browning Julian & Grahay-Rack Henry,2013,2,2.85,3.35,0,0,0,0,0,0,0
2013 - Browse Alexander & Mccumiskey Samuel,2013,2,2.97,0,6.03,0,0,0,0,0,0
2013 - Bruce Alisdair & Panrucker Mike,2013,1,0,3.12,0,0,0,0,0,0,0
2013 - Bucknall David & Robins Darrell,2013,1,0,0,0,0,25.37,0,0,0,0
2013 - Bullock Sebastian,2013,2,0,0,5.2,0,0,0,0,0,24.57
2013 - Burbeck Kat & Mason Hayleigh,2013,1,1.9,0,0,0,0,0,0,0,0
2013 - Bushell Jacob & Lerigo India,2013,1,0,0,0,0,0,27.68,0,0,0
2013 - Butcher Louisa & Nicholas Laura,2013,3,3.08,0,5.57,7.95,0,0,0,0,0
2013 - Butcher Louise & Nicholas Laura,2013,1,0,0,0,0,0,25.65,0,0,0
2013 - Butler Billy & Kay Nick,2013,1,0,2.55,0,0,0,0,0,0,0
2013 - Butt Adrian & Kent Richard,2013,2,1.83,2.35,0,0,0,0,0,0,0
2013 - Butt Tom,2013,1,2.1,0,0,0,0,0,0,0,0
2013 - Butt Tom & Littlewood Julie,2013,1,0,2.72,0,0,0,0,0,0,0
2013 - Byrne Alexander & Hancox Ben,2013,1,0,0,5.43,0,0,0,0,0,0
2013 - Byrne Rhys & Evans James,2013,1,0,0,4.17,0,0,0,0,0,0
2013 - Cackett Luke & Wall Alex,2013,1,0,4,0,0,0,0,0,0,0
2013 - Cahill Kitty & Doherty Abbey,2013,3,3.08,4.25,5.02,0,0,0,0,0,0
2013 - Cahill Kitty & Doherty Abby,2013,1,0,0,0,0,0,25.2,0,0,0
2013 - Callaghan Shaun & Hisock Gareth,2013,1,0,0,5.23,0,0,0,0,0,0
2013 - Callaghan Shaun & Thorne Gary,2013,3,0,4.1,0,9.4,0,0,26.9,0,0
2013 - Cameron-Blackie Angus & White Tom,2013,3,3.12,3.62,4.72,0,0,0,0,0,0
2013 - Campbell-Gray Charlie & Govoni Will,2013,1,0,0,0,0,0,22.98,0,0,0
2013 - Campbell-Gray Edward & McLeod Rob,2013,1,0,0,0,0,0,0,25.28,0,0
2013 - Campbell-Grey C & Govoni W,2013,5,2.37,3.08,4.15,6.68,0,0,0,0,0
2013 - Campbell-Grey E & Campbell-Grey R,2013,2,0,4.12,0,9.12,0,0,0,0,0
2013 - Campbell Derek & Campbell Megan,2013,5,2.53,3.23,5,9.3,0,0,0,0,0
2013 - Campbell Kyle & Hornsby Alistair,2013,1,0,0,0,0,26.57,0,0,0,0
2013 - Campbell Mark & Millbank Chris,2013,1,2.3,0,0,0,0,0,0,0,0
2013 - Camsey Abi & Hennell Becky,2013,3,3.1,3.68,5.23,0,0,0,0,0,0
2013 - Cannon Quentin,2013,5,2.1,2.73,3.85,5.85,0,0,0,0,0
2013 - Cannon Quentin & Merrifield Clive,2013,1,0,0,0,0,20.6,0,0,0,0
2013 - Cantello Matt & Rutledge James,2013,1,0,0,4.35,0,0,0,0,0,0
2013 - Cantelo Matthew & Rutledge James,2013,1,0,0,0,0,0,20.2,0,0,0
2013 - Capelastegui Fernando & Giuseppetti Orlando,2013,1,0,0,0,0,0,25.38,0,0,0
2013 - Capelastesne F & Ginseppetti O,2013,2,0,0,5.33,8.02,0,0,0,0,0
2013 - Cardale Amy & Cardale Tamsin,2013,2,0,3.9,5.4,0,0,0,0,0,0
2013 - Carter Chris & Chmiel Ziggy,2013,1,0,0,3.47,0,0,0,0,0,0
2013 - Carter Julian & Davies Gary,2013,2,0,0,0,7.12,25.28,0,0,0,0
2013 - Casey James & Supple Jamie,2013,4,0,3.57,4.88,6.92,27.05,0,0,0,0
2013 - Caton Catherine & Murphy Dom,2013,1,2.72,0,0,0,0,0,0,0,0
2013 - Catto John,2013,2,2.17,2.67,0,0,0,0,0,0,0
2013 - Catto John & Lawrence Philip,2013,1,0,0,0,0,21.62,0,0,0,0
2013 - Catto John & Lawrence ?,2013,2,0,0,3.95,6.15,0,0,0,0,0
2013 - Cavanagh Alice & Kenneth Finlay,2013,3,2.6,0,5.12,0,0,25.2,0,0,0
2013 - Cave Rebecca & Winter Rachel,2013,6,3.45,4.05,6.05,9.67,0,30.28,0,0,0
2013 - Cazenove Philip & Thomas Patrick,2013,3,0,3.83,0,7.02,23.9,0,0,0,0
2013 - Chamberlain Henry & Earp Matt,2013,2,2.57,0,4.87,0,0,0,0,0,0
2013 - Chamberlain Henry & Earp Matthew,2013,1,0,0,0,0,0,24.75,0,0,0
2013 - Chapman Ronrad & Murray Piers-Rex,2013,1,0,0,5.03,0,0,0,0,0,0
2013 - Chappel Jeremy & Legge Hamish,2013,1,0,0,0,0,25.78,0,0,0,0
2013 - Cheetham Alan & Skeels Kevin,2013,1,0,0,0,0,25.48,0,0,0,0
2013 - Chen Anran & Scott Jordan,2013,2,0,0,5.05,0,0,23.35,0,0,0
2013 - Childerstone Amanda,2013,2,2.85,3.75,0,0,0,0,0,0,0
2013 - Childerstone Michael,2013,1,3.18,0,0,0,0,0,0,0,0
2013 - Childerstone Michael & Dunford Harry,2013,1,0,0,4.28,0,0,0,0,0,0
2013 - Chmiel Alison & Jones Caroline,2013,4,2.25,2.87,4.02,0,24.55,0,0,0,0
2013 - Chmiel Ziggy,2013,1,2.02,0,0,0,0,0,0,0,0
2013 - Clark Jeremy & Mathieson John,2013,5,2.38,3,4.73,6.88,0,0,0,0,0
2013 - Clark Lenny,2013,1,0,0,0,0,0,0,0,0,20.4
2013 - Clark Lenny & Neale Clive,2013,5,2.03,2.42,3.35,5.42,0,0,0,0,0
2013 - Clarke Nicki & Ledward Helen,2013,1,3.25,0,0,0,0,0,0,0,0
2013 - Clarke Richard & Dunne Lisa,2013,2,0,0,0,8.07,28.07,0,0,0,0
2013 - Clough Jen & Marmon Bob,2013,5,2.77,3.38,5.35,7.35,0,0,0,0,0
2013 - Colebatch Roxanna & Cox Claudia,2013,4,2.68,3.6,0,7.22,0,25,0,0,0
2013 - Coleman Claudia & Dance Billie. Jo,2013,1,2.93,0,0,0,0,0,0,0,0
2013 - Collier Hugo & Hardiman William,2013,3,2.62,2.47,3.42,0,0,0,0,0,0
2013 - Collinge Martyn,2013,1,0,0,0,0,0,0,0,0,21.93
2013 - Collingwood Katy & Sylvester Fleur,2013,3,0,0,5.57,8.5,0,27.08,0,0,0
2013 - Collins Peter,2013,2,2.53,3.28,0,0,0,0,0,0,0
2013 - Collinson Sally & Parrott Richard,2013,1,0,3.03,0,0,0,0,0,0,0
2013 - Collison Kim & Emmet Anthony,2013,1,0,0,0,0,23.78,0,0,0,0
2013 - Colquhoun Charlotte & Colquhoun Harriet,2013,1,0,0,0,0,0,21.38,0,0,0
2013 - Colquhoun Harriet & Colquhoun Lottie,2013,2,0,3.17,4.6,0,0,0,0,0,0
2013 - Colquhoun Harriet & Weston Claire,2013,1,2.55,0,0,0,0,0,0,0,0
2013 - Cooke-Priest Charlette & Price Jo,2013,2,0,4.4,6.1,0,0,0,0,0,0
2013 - Cooper David & Maclarg Roland,2013,2,0,0,0,7.92,26.2,0,0,0,0
2013 - Cooper Isabelle & Fisher Luke,2013,3,2.15,0,4.18,6.62,0,0,0,0,0
2013 - Cooper Patrick & Hopkinson Chris,2013,3,2.2,2.75,3.88,0,0,0,0,0,0
2013 - Cooper Paul & Ince John,2013,2,2.27,2.97,0,0,0,0,0,0,0
2013 - Cope David & Wigglesworth Byron,2013,2,2.65,0,4.88,0,0,0,0,0,0
2013 - Cording Leon & Ramirez Finn,2013,4,2.65,0,4.68,7.7,0,24.97,0,0,0
2013 - Cornwell Ian & Logie Paul,2013,1,0,0,0,0,24.18,0,0,0,0
2013 - Coulson Andrew & Hunt Stephen,2013,1,0,0,0,0,32.9,0,0,0,0
2013 - Cowper Freddie & Shaw Oliver,2013,2,0,3.3,0,7.35,0,0,0,0,0
2013 - Crawford Roger & Lavarack Ian,2013,1,0,0,0,0,23.45,0,0,0,0
2013 - Cribb Ben & Cribb Jeff,2013,2,0,0,4.52,0,0,0,0,21.47,0
2013 - Crist Phil & Sutthoff Tara,2013,1,2.97,0,0,0,0,0,0,0,0
2013 - Crossley Heather & Helm James,2013,7,2.72,3.22,4.4,6.88,27.22,0,0,0,0
2013 - Cruse A & Harris A,2013,1,0,3.18,0,0,0,0,0,0,0
2013 - Cruse Sharon & Leavers Zoe,2013,1,3.28,0,0,0,0,0,0,0,0
2013 - Cuddington Dave & Randerson Tom,2013,1,0,0,0,0,0,0,25.53,0,0
2013 - Cullen Thomas & Greenland Claire,2013,6,2.48,3.15,4.38,6.82,0,21.13,0,0,0
2013 - Dains Ron & Hollman Adrian,2013,5,2.35,3.03,4.55,6.78,0,0,0,0,0
2013 - Dale Ava & Tritton Ella,2013,1,2.63,0,0,0,0,0,0,0,0
2013 - Daniell George & Kerr William,2013,1,0,0,0,0,25.8,0,0,0,0
2013 - Darby Andy & White Darren,2013,1,0,0,0,0,36.85,0,0,0,0
2013 - Dark Alison & Seaford Anita,2013,1,0,3.13,0,0,0,0,0,0,0
2013 - Dark Simon,2013,2,1.97,2.48,0,0,0,0,0,0,0
2013 - Dathan Barnaby & Mcleod Jack,2013,6,2.47,3.17,4.45,6.53,0,21.52,0,0,0
2013 - Davison Max & Harper Gary,2013,4,0,2.98,4.1,6.03,24.58,0,0,0,0
2013 - Dawnay Lewis & Martin Will,2013,1,0,0,0,0,26.62,0,0,0,0
2013 - Dawson Tom & Jordan Jamie,2013,1,2.22,0,0,0,0,0,0,0,0
2013 - Day Mark & Metcalfe Vicky,2013,5,2.32,2.88,4.47,6.52,0,0,0,0,0
2013 - Deacon Thomas,2013,2,1.97,2.37,0,0,0,0,0,0,0
2013 - Deboer Peter & Nichols Ben,2013,3,2.17,2.8,4.25,0,0,0,0,0,0
2013 - Dennis Simon,2013,1,0,0,0,6.83,0,0,0,0,0
2013 - Deventer Gert. Van & Stotter Nelo,2013,1,0,0,0,6.1,0,0,0,0,0
2013 - Diaper Thomas,2013,1,0,0,0,5.78,0,0,0,0,0
2013 - Diaper Thomas & Main Oliver,2013,3,2.02,2.53,3.47,0,0,0,0,0,0
2013 - Dibble Toby & Giles Henry,2013,3,2.52,0,4.3,0,0,19.75,0,0,0
2013 - Dilai Mags & Willis Stephen,2013,5,1.98,2.63,3.57,5.58,0,0,0,0,0
2013 - Dixon Nigel,2013,1,3.6,0,0,0,0,0,0,0,0
2013 - Dixon Will & Lawton Chris,2013,1,0,0,0,0,27.08,0,0,0,0
2013 - Dixon William & Lawton Christopher,2013,2,0,0,5.08,7.67,0,0,0,0,0
2013 - Dobson Edd & Escott James,2013,5,1.8,2.33,3.4,5.03,0,0,0,0,0
2013 - Dore Graham & Jaggs Bill,2013,5,2.13,2.77,3.9,5.75,0,0,0,0,0
2013 - Douglas Dougie & Irwin Gaz,2013,1,2.65,0,0,0,0,0,0,0,0
2013 - Downay Lewis & Martin Will,2013,1,0,0,0,7.05,0,0,0,0,0
2013 - Doy James & Gladwell Marcus,2013,1,0,0,0,0,25,0,0,0,0
2013 - Drane Hannah & Hicks Harrriet,2013,2,2.38,2.92,0,0,0,0,0,0,0
2013 - Duckett Tom & Hawthorne Sam,2013,1,0,0,0,0,0,22,0,0,0
2013 - Duckrtt Tom & Hawthorne Sam,2013,5,2.4,3.07,4.62,6.67,0,0,0,0,0
2013 - Duff David & Nobbs Ashley,2013,1,0,0,3.4,0,0,0,0,0,0
2013 - Dummet Tim & Palmer Ian,2013,5,2.67,3.68,5.42,7.48,0,0,0,0,0
2013 - Duncan Hamish & Winter Samuel,2013,6,2.3,2.85,4.02,6.17,0,21.43,0,0,0
2013 - Dunford Harry & Lipscombe Luke,2013,2,0,3.18,0,0,0,20.87,0,0,0
2013 - Dunford Harry & Ramsdale Chesney,2013,1,0,0,0,7.43,0,0,0,0,0
2013 - Dunni Lisa & Taylor Emily,2013,1,0,3.6,0,0,0,0,0,0,0
2013 - Dunsby Christine,2013,2,3.1,3.92,0,0,0,0,0,0,0
2013 - Durrant Abbie & Shepperson Emily,2013,1,2.48,0,0,0,0,0,0,0,0
2013 - Dyke Sasha & Harrison Bethany,2013,2,2.33,3.27,0,0,0,0,0,0,0
2013 - Dziwisch Leonard & Wong Kevin,2013,6,2.97,3.58,5.12,7.52,0,24.58,0,0,0
2013 - Edwards Owain,2013,1,0,0,0,0,0,0,0,0,26.23
2013 - Edwards Roger & Emery Rob,2013,5,2.55,3.3,4.62,6.98,0,0,0,0,0
2013 - Edyvean John & Pearce Emma,2013,6,2.13,2.73,3.72,5.88,21.77,0,0,0,0
2013 - Egeland-Jensen F & Kaufmann S. Von,2013,5,2.38,3.03,4.45,6.68,0,0,0,0,0
2013 - Ellen James & Ellen Stuart,2013,1,0,0,0,0,36.58,0,0,0,0
2013 - Elliott Reginald,2013,2,2.33,3.05,0,0,0,0,0,0,0
2013 - Enoch Matt & Norfolk Adam,2013,3,1.62,2.07,2.95,0,0,0,0,0,0
2013 - Enoch Matthew & Norfolk Adam,2013,1,0,0,0,0,17.47,0,0,0,0
2013 - Escott Luke,2013,2,2.03,2.5,0,0,0,0,0,0,0
2013 - Escott Luke & Lewis Richard,2013,1,0,0,0,5.13,0,0,0,0,0
2013 - Escott Tim,2013,1,0,2.38,0,0,0,0,0,0,0
2013 - Evans Ian & Williams Toby,2013,1,0,0,0,0,25.58,0,0,0,0
2013 - Falconer-Cunnin C & Hewlett E,2013,5,2.42,3.08,4.5,7.15,0,0,0,0,0
2013 - Falconer-Cunningham Cameron & Hewlett Elliot,2013,1,0,0,0,0,0,22.3,0,0,0
2013 - Farrance Alan & Petersen Mark,2013,1,2.22,0,0,0,0,0,0,0,0
2013 - Farrance Alan & Voller Shirine,2013,1,0,2.97,0,0,0,0,0,0,0
2013 - Faulkner Thomas & Glasspool Jonathan,2013,1,0,0,0,0,0,24.35,0,0,0
2013 - Faulkner Tom & Glasspool Jonny,2013,2,0,0,5.1,7.53,0,0,0,0,0
2013 - Fenn Keyala & Smith Richard,2013,4,2.67,3.25,4.92,0,0,0,23.23,0,0
2013 - Fielder Jenny & Phillips Katie,2013,3,0,0,5.58,8.2,0,25.62,0,0,0
2013 - Fisher Luke,2013,1,0,2.6,0,0,0,0,0,0,0
2013 - Fisher Luke & Johnson Nicholas,2013,1,0,0,0,0,0,0,18.85,0,0
2013 - Fisher Olivia & Nutland Charlie,2013,1,0,0,4.65,0,0,0,0,0,0
2013 - Fisher Olivia & Williams Matt,2013,2,2.52,0,0,0,0,23.05,0,0,0
2013 - Fitzgerald Des & Humes Al,2013,1,0,0,0,0,36.97,0,0,0,0
2013 - Fitzpatrick Daniel & Murphy Oliver,2013,3,2.6,3.1,4.8,0,0,0,0,0,0
2013 - Fitzsimons Martin & Prendeville Nicole,2013,1,0,0,0,0,0,0,22.68,0,0
2013 - Flack Andy & Flack Robin,2013,1,0,3.32,0,0,0,0,0,0,0
2013 - Flack Annelies & Kabeer Sara,2013,4,2.42,3.02,4.68,0,0,22.18,0,0,0
2013 - Ford Peter,2013,5,2.12,2.8,3.95,5.98,0,0,0,0,0
2013 - Ford Peter & Hopkinson Chris,2013,1,0,0,0,0,0,0,0,20.68,0
2013 - Forrester Graham & Perezineuo Monia,2013,2,2.37,3,0,0,0,0,0,0,0
2013 - Foster Sam & Yeeles Will,2013,3,3.72,4.33,0,0,0,25.38,0,0,0
2013 - Foulger Matt,2013,2,0,2.47,3.35,0,0,0,0,0,0
2013 - Francis Mark & Rushton David,2013,2,0,2.78,0,0,20.85,0,0,0,0
2013 - Francis Sarah & Hansford Rob,2013,5,2.32,2.98,4.3,6.82,0,0,0,0,0
